"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.070430721E1,2.013912048E0,4.725972290E0,-5.136568451E0,7.264639790E0
3.071436421E1,1.858235779E0,6.704258423E0,-7.706723785E0,1.038237510E1
3.072442121E1,1.305135956E0,9.664203186E0,-9.959988098E0,1.393920966E1
3.073447821E1,-7.409591675E-2,1.417896469E1,-1.094344299E1,1.791109920E1
3.074453521E1,-1.783541107E0,1.915566559E1,-1.093012070E1,2.212663737E1
3.075459221E1,-2.635419617E0,2.345277969E1,-1.216744766E1,2.655230865E1
3.076465021E1,-4.332889709E0,2.620705215E1,-1.322095688E1,2.967115125E1
3.077470721E1,-6.508764954E0,2.305790085E1,-1.197210388E1,2.678361596E1
3.078476421E1,-7.895481262E0,1.543260773E1,-8.348289642E0,1.924052872E1
3.079482121E1,-9.088949432E0,8.876391449E0,-7.184759216E0,1.459520784E1
3.080487821E1,-9.053323517E0,4.238735504E0,-8.877289581E0,1.336921148E1
3.081493521E1,-6.344855804E0,1.217418365E0,-1.070109695E1,1.250011115E1
3.082499221E1,-2.884202271E0,5.932164001E-1,-1.115600098E1,1.153806250E1
3.083504921E1,-1.326391754E0,3.039279785E0,-9.494156799E0,1.005661723E1
3.084510621E1,-2.048041077E0,6.096372528E0,-5.578898621E0,8.513773551E0
3.085516321E1,-3.150498505E0,9.208550720E0,-2.170486450E-2,9.732600798E0
3.086522121E1,-1.053509216E0,1.224932739E1,6.843768311E0,1.407100096E1
3.087527821E1,1.899849243E0,1.521091873E1,1.087698120E1,1.879601543E1
3.088533521E1,2.721790009E0,1.936388260E1,5.595813446E0,2.033915481E1
3.089539221E1,3.471431122E0,2.538196793E1,-4.540208588E0,2.601746767E1
3.090544921E1,6.500083008E0,2.488949203E1,-7.473808136E0,2.678797680E1
3.091550621E1,1.234423004E1,1.773736496E1,-4.556824036E0,2.208526152E1
3.092556321E1,1.496498016E1,1.080288528E1,-3.564836884E0,1.879789945E1
3.093562021E1,9.308542786E0,5.616320801E0,-1.998494110E0,1.105377794E1
3.094567721E1,3.196752319E0,2.294279022E0,9.948312378E-1,4.058648890E0
3.095573521E1,9.467811584E-1,1.780846710E0,9.081614685E-1,2.211914741E0
3.096579221E1,1.551972656E0,2.305954742E0,1.701960754E0,3.259250958E0
3.097584921E1,1.744322662E0,3.774251404E0,4.947062531E0,6.462280007E0
3.098590621E1,1.311722260E0,5.226381683E0,4.871918793E0,7.264383904E0
3.099596321E1,1.219663696E0,6.643185425E0,3.208278351E0,7.477468963E0
3.100602021E1,1.235830078E0,8.033194885E0,2.449356537E0,8.488748052E0
3.101607721E1,1.964814148E0,8.882828064E0,2.379751282E0,9.403634681E0
3.102613421E1,3.070714417E0,9.340426483E0,2.990780640E0,1.027704348E1
3.103619121E1,4.140390015E0,1.034663406E1,3.728746033E0,1.175156215E1
3.104624921E1,5.742059326E0,1.206506058E1,6.160888367E0,1.471371732E1
3.105630621E1,5.586083679E0,1.247430954E1,7.162006531E0,1.543071829E1
3.106636321E1,3.188818817E0,1.148441803E1,6.014642487E0,1.335051861E1
3.107642021E1,9.689350891E-1,1.020457947E1,5.107379150E0,1.145240582E1
3.108647721E1,-2.472857666E-1,8.970246277E0,4.266727295E0,9.936369072E0
3.109653421E1,-1.005758514E0,7.852221222E0,3.627107391E0,8.707745767E0
3.110659121E1,-1.237177277E0,7.478897552E0,3.271297302E0,8.256264425E0
3.111664821E1,-1.008153534E0,7.755522308E0,2.929707642E0,8.351508049E0
3.112670521E1,-6.017486572E-1,8.418942719E0,2.558778992E0,8.819753277E0
3.113676221E1,-4.108955383E-1,9.207203522E0,1.846410370E0,9.399503343E0
3.114682021E1,-3.357518005E-1,9.801168365E0,8.797206116E-1,9.846295697E0
3.115687721E1,-8.948391724E-1,9.980046387E0,-9.717791748E-1,1.006709580E1
3.116693421E1,-1.833088074E0,9.663604431E0,-4.460873566E0,1.080022479E1
3.117699121E1,-1.589095459E0,9.386530609E0,-3.489094391E0,1.013932744E1
3.118704821E1,-8.262817383E-1,9.381141815E0,3.770658875E-1,9.425006204E0
3.119710521E1,-1.036295013E0,9.115294647E0,2.172133026E0,9.427654308E0
3.120716221E1,-1.753753052E0,8.577912140E0,1.572929077E0,8.895523162E0
3.121721921E1,-2.141147461E0,8.352929993E0,-9.502239990E-1,8.675187465E0
3.122727621E1,-1.263971558E0,9.175020447E0,-1.608854370E0,9.400374284E0
3.123733421E1,-5.343887329E-2,1.067460205E1,1.274150391E0,1.075050901E1
3.124739121E1,-3.026705933E-1,1.113968491E1,3.740721130E-1,1.115007261E1
3.125744821E1,-1.115779724E0,1.054542068E1,-3.112627258E0,1.105166550E1
3.126750521E1,-1.491498413E0,9.651030579E0,-2.845283203E0,1.017165647E1
3.127756221E1,-1.809736633E0,9.264234924E0,-2.692900085E-1,9.443183389E0
3.128761921E1,-2.044448547E0,9.882898407E0,1.052311707E0,1.014686211E1
3.129767621E1,-1.499431915E0,1.127934448E1,9.565109253E-2,1.137897435E1
3.130773321E1,-7.993377686E-1,1.213795898E1,-9.422904968E-1,1.220069263E1
3.131779021E1,-5.763015747E-1,1.222477844E1,-8.592132568E-2,1.223865654E1
3.132784721E1,-1.393601990E0,1.192570038E1,1.629212036E0,1.211688029E1
3.133790521E1,-2.454445953E0,1.177092224E1,2.442770233E0,1.226972052E1
3.134796221E1,-2.808759155E0,1.199964661E1,1.802551575E0,1.245511296E1
3.135801921E1,-2.833457794E0,1.238883728E1,8.334667969E-1,1.273602917E1
3.136807621E1,-2.726879425E0,1.256457184E1,-4.198768616E-1,1.286392761E1
3.137813321E1,-2.207309875E0,1.250619324E1,-7.373666382E-1,1.272088031E1
3.138819021E1,-2.983296204E-1,1.214828751E1,1.403032379E0,1.223267713E1
3.139824696E1,2.262245636E0,1.180460220E1,2.763104095E0,1.233292880E1
3.140830396E1,3.910917206E0,1.270273453E1,9.755213928E-1,1.332690436E1
3.141836096E1,4.174818420E0,1.360251343E1,-2.198627930E0,1.439761943E1
3.142841896E1,2.965782623E0,1.377121262E1,-2.376458130E0,1.428599723E1
3.143847596E1,1.290765839E0,1.353350693E1,3.625460815E-1,1.359975463E1
3.144853296E1,6.574328613E-1,1.299911819E1,5.980064392E-1,1.302946290E1
3.145858996E1,1.043480072E0,1.280227753E1,-2.076032867E0,1.301142087E1
3.146864696E1,3.647614746E0,1.454420517E1,-3.517684937E0,1.540172408E1
3.147870396E1,6.158792725E0,1.709669724E1,-3.638932800E-1,1.817581367E1
3.148876096E1,5.357958069E0,1.639256149E1,2.977907410E0,1.750119195E1
3.149881796E1,3.328478394E0,1.537048691E1,4.060605927E0,1.624251079E1
3.150887496E1,2.543211365E0,1.574875031E1,3.860472107E0,1.641323567E1
3.151893296E1,2.326761475E0,1.582000214E1,2.764151917E0,1.622734798E1
3.152898996E1,1.985022125E0,1.529923508E1,1.667831726E0,1.551736348E1
3.153904696E1,1.375339966E0,1.486094650E1,7.765850830E-1,1.494464370E1
3.154910396E1,8.502319336E-1,1.487172409E1,4.710704041E-1,1.490345527E1
3.155916096E1,1.967807922E0,1.481379456E1,2.498304749E-1,1.494600925E1
3.156921796E1,5.304968262E0,1.442460388E1,-3.135978699E-1,1.537238527E1
3.157927496E1,7.893235931E0,1.333771408E1,-2.796185303E0,1.574853779E1
3.158933196E1,7.540419617E0,1.183753372E1,-3.984264679E0,1.458970519E1
3.159938896E1,4.910538483E0,1.080737595E1,-1.557511139E0,1.197241012E1
3.160944696E1,1.988614655E0,1.031519943E1,1.628762970E0,1.063065362E1
3.161950396E1,3.835025024E-1,9.464967499E0,4.304149475E0,1.040472905E1
3.162956096E1,-2.450404358E-1,7.786507874E0,4.488715668E0,8.991013181E0
3.163961796E1,-1.556613007E0,7.183561707E0,5.669160919E0,9.282563675E0
3.164967496E1,-3.120860138E0,6.448590088E0,5.600453796E0,9.093358282E0
3.165973196E1,-3.372337189E0,5.383854218E0,3.847449188E0,7.427072748E0
3.166978896E1,-2.835104370E0,4.193230133E0,2.396217041E0,5.600254623E0
3.167984596E1,-1.959575043E0,3.497626648E0,2.518512726E0,4.734578425E0
3.168990296E1,-7.908055115E-1,2.853067017E0,2.815794525E0,4.085836948E0
3.169996096E1,1.014141083E0,2.752625885E0,1.915416870E0,3.503463027E0
3.171001796E1,2.184557190E0,2.718496857E0,7.975415039E-1,3.577511387E0
3.172007496E1,2.741399231E0,2.330503693E0,-1.681004333E-1,3.602051493E0
3.173013196E1,2.801424408E0,1.778451691E0,-1.126856689E0,3.504379421E0
3.174018896E1,2.840193787E0,1.056353302E0,-1.647174683E0,3.449024134E0
3.175024596E1,2.614163818E0,2.519261169E-1,-1.856589203E0,3.216246680E0
3.176030296E1,2.426304474E0,-8.023315430E-2,-1.453327789E0,2.829408493E0
3.177035996E1,2.175126801E0,2.582130432E-1,-1.451830902E0,2.627862923E0
3.178041696E1,1.788630524E0,8.104147339E-1,-1.889670410E0,2.725220257E0
3.179047496E1,1.343306580E0,1.138532410E0,-2.149829407E0,2.778937763E0
3.180053196E1,1.154399414E0,1.301992493E0,-2.601440277E0,3.129746631E0
3.181058896E1,9.705816650E-1,1.435065765E0,-3.370391235E0,3.789588315E0
3.182064596E1,7.598199463E-1,2.063009949E0,-4.677772522E0,5.168645100E0
3.183070296E1,6.155200195E-1,3.255130920E0,-6.497089233E0,7.292935672E0
3.184075996E1,-4.552033997E-1,6.243815918E0,-8.702902222E0,1.072067882E1
3.185081696E1,-2.472408600E0,1.229378494E1,-1.011072464E1,1.610828064E1
3.186087396E1,-3.744014282E0,2.187161774E1,-1.197419952E1,2.521441571E1
3.187093096E1,-4.861141205E0,3.116998169E1,-1.752555542E1,3.608799724E1
3.188098896E1,-7.332352295E0,3.540332840E1,-1.803644302E1,4.040386527E1
3.189104596E1,-8.459059296E0,2.928465225E1,-1.032193542E1,3.218212070E1
3.190110296E1,-7.071145477E0,1.804108337E1,-4.960534515E0,2.000221714E1
3.191115996E1,-6.784940643E0,1.000983444E1,-4.112398224E0,1.277278451E1
3.192121696E1,-6.723568268E0,4.361031189E0,-6.260730743E0,1.016964664E1
3.193127396E1,-4.462819519E0,9.791139221E-1,-8.466992798E0,9.621090851E0
3.194133096E1,-2.222877502E-1,6.611750793E-1,-8.177494812E0,8.207191099E0
3.195138796E1,2.804118805E0,2.401007080E0,-6.775659943E0,7.716053715E0
3.196144496E1,3.531605988E0,4.685556335E0,-6.227948914E0,8.556519543E0
3.197150196E1,2.801574097E0,7.724836121E0,-2.580633545E0,8.612872924E0
3.198155996E1,1.904639282E0,1.217747681E1,5.234614563E0,1.339103363E1
3.199161696E1,6.827302551E-1,1.820903412E1,1.047087570E1,2.101604820E1
3.200167396E1,-5.269042969E-1,2.387100998E1,3.378324738E0,2.411463920E1
3.201173096E1,2.871029663E-1,2.300805450E1,6.641688538E-1,2.301942919E1
3.202178796E1,2.170785828E0,1.613539627E1,1.581311646E0,1.635737969E1
3.203184496E1,4.524341583E0,1.284508850E1,-5.581443329E0,1.471796436E1
3.204190196E1,8.933871918E0,9.068442078E0,-8.684340820E0,1.541001248E1
3.205195896E1,8.301736450E0,4.991520081E0,-2.183509369E0,9.929844609E0
3.206201596E1,4.037553864E0,3.595074005E0,2.489473114E0,5.951795921E0
3.207207396E1,1.493444366E0,3.407663727E0,1.580563202E0,4.042366657E0
3.208213096E1,1.362017670E0,3.900139618E0,2.940335541E0,5.070675918E0
3.209218796E1,1.050216064E0,5.240452423E0,4.747078400E0,7.148429808E0
3.210224496E1,5.292993164E-1,6.309978333E0,3.890858917E0,7.432009650E0
3.211230196E1,8.399034119E-1,7.414980469E0,3.425776062E0,8.211170119E0
3.212235896E1,1.862726440E0,8.528814240E0,4.143832855E0,9.663424489E0
3.213241596E1,3.124452667E0,9.623487854E0,4.927453308E0,1.125404456E1
3.214247296E1,3.744014282E0,1.053045181E1,5.050497437E0,1.226440307E1
3.215253096E1,4.585414581E0,1.184007843E1,6.058052216E0,1.406817262E1
3.216258796E1,5.325176239E0,1.260902939E1,7.127578125E0,1.543202819E1
3.217264496E1,4.076023865E0,1.183843185E1,6.135141907E0,1.394282631E1
3.218270196E1,2.091001740E0,1.059302170E1,4.653672638E0,1.175759610E1
3.219275896E1,5.944139099E-1,9.319320374E0,3.114722900E0,9.844011320E0
3.220281596E1,-2.197430420E-1,8.236472168E0,1.892065430E0,8.453855474E0
3.221287296E1,-4.293072510E-1,7.529043274E0,1.248403931E0,7.643906705E0
3.222292996E1,-1.300794983E-1,7.428602142E0,1.092877350E0,7.509689166E0
3.223298696E1,3.568579102E-1,8.242459717E0,1.524429932E0,8.389837684E0
3.224304496E1,4.671784973E-1,9.247469788E0,1.207538910E0,9.337671200E0
3.225310196E1,-3.487747192E-1,9.927206268E0,-1.923649750E0,1.011788004E1
3.226315896E1,-7.244934082E-1,1.015548157E1,-4.472698975E0,1.112041963E1
3.227321596E1,8.128097534E-2,1.006102798E1,-2.757116547E0,1.043228558E1
3.228327296E1,7.048841858E-1,9.709409180E0,7.005432129E-2,9.735214222E0
3.229332996E1,4.255650330E-1,9.093589783E0,1.701811066E0,9.261244065E0
3.230338696E1,-2.493814087E-1,8.339158630E0,2.200873260E0,8.628302316E0
3.231344396E1,-9.342073059E-1,7.689060516E0,2.031425629E0,8.007564236E0
3.232350096E1,-1.531315613E0,7.418572998E0,1.025367737E0,7.644052056E0
3.233355896E1,-2.027833099E0,7.754923553E0,-8.656498718E-1,8.062276112E0
3.234361596E1,-1.447639618E0,9.246571655E0,-1.762584686E0,9.523731024E0
3.235367296E1,-2.764750671E-1,1.079105988E1,-3.239263916E-1,1.079946017E1
3.236372996E1,3.981719971E-2,1.158665543E1,-1.246907043E-1,1.158739475E1
3.237378696E1,-4.498146057E-1,1.173873917E1,-9.135502625E-1,1.178282243E1
3.238384396E1,-1.144969025E0,1.138921600E1,-1.303190002E0,1.152056854E1
3.239390083E1,-1.716031494E0,1.103056183E1,-9.445358276E-1,1.120313377E1
3.240395783E1,-2.540217590E0,1.078282700E1,-4.864883423E-1,1.108867595E1
3.241401483E1,-2.988535309E0,1.102277802E1,-1.071771240E-1,1.142122872E1
3.242407283E1,-2.084714813E0,1.132904114E1,-3.393443298E-1,1.152425110E1
3.243412983E1,-7.732919312E-1,1.105017105E1,-2.209405518E-1,1.107939869E1
3.244418683E1,-9.533674622E-1,1.051428543E1,1.050216064E0,1.060952692E1
3.245424383E1,-2.155816956E0,1.039124130E1,2.147733765E0,1.082765916E1
3.246430083E1,-3.135829010E0,1.069855225E1,2.472109222E0,1.141944691E1
3.247435783E1,-3.144361267E0,1.114731903E1,1.372046814E0,1.166328606E1
3.248441483E1,-3.159180450E0,1.198617462E1,1.645079041E-1,1.239660704E1
3.249447183E1,-3.455713806E0,1.267159927E1,-3.338058472E-2,1.313440141E1
3.250452883E1,-2.989433441E0,1.286664368E1,2.068698120E-1,1.321098130E1
3.251458683E1,1.327738953E-1,1.245949036E1,1.084644470E0,1.250731716E1
3.252464383E1,2.865191803E0,1.226863724E1,1.692081299E0,1.271188117E1
3.253470083E1,4.076622620E0,1.249391876E1,5.532495117E-1,1.315381857E1
3.254475783E1,4.259841614E0,1.275377838E1,-1.284628601E0,1.350760468E1
3.255481483E1,3.453468475E0,1.307620789E1,-1.645827484E0,1.362433137E1
3.256487183E1,2.082020416E0,1.267863464E1,-2.667453003E-1,1.285121545E1
3.257492883E1,1.612297211E0,1.179741714E1,1.446142731E0,1.199457721E1
3.258498583E1,4.312532043E-1,1.167137924E1,1.553768921E0,1.178224387E1
3.259504383E1,-9.982740784E-1,1.185205353E1,-3.637435913E-1,1.189958123E1
3.260510083E1,-9.361532593E-1,1.207179657E1,-3.096610565E0,1.249774589E1
3.261515783E1,1.196312256E0,1.322859100E1,-4.099075928E0,1.390069086E1
3.262521483E1,3.475323029E0,1.439990524E1,-1.643731842E0,1.490426099E1
3.263527183E1,3.831432495E0,1.459539871E1,1.460662537E0,1.516044437E1
3.264532883E1,3.425177307E0,1.464719101E1,3.521726532E0,1.544909712E1
3.265538583E1,3.452869720E0,1.448522781E1,4.172872467E0,1.546470170E1
3.266544283E1,3.625011749E0,1.464689163E1,3.811972961E0,1.556288156E1
3.267549983E1,3.165018311E0,1.514580414E1,2.882855072E0,1.573923687E1
3.268555783E1,2.697390747E0,1.572315353E1,2.695744171E0,1.617901451E1
3.269561483E1,2.356399841E0,1.641860733E1,2.009271698E0,1.670809563E1
3.270567183E1,2.759960632E0,1.641067383E1,-7.349716187E-1,1.665736418E1
3.271572883E1,5.873336334E0,1.586251373E1,-6.494394836E0,1.811884615E1
3.272578583E1,7.499255219E0,1.452519470E1,-5.736670532E0,1.732424598E1
3.273584283E1,6.168821869E0,1.314266968E1,-2.597847748E0,1.474899801E1
3.274589983E1,3.783232727E0,1.186777084E1,-5.568420410E-1,1.246863696E1
3.275595683E1,1.085991669E0,1.022448807E1,1.393152924E0,1.037595341E1
3.276601383E1,-5.453160095E-1,8.417146454E0,3.801045685E0,9.251684834E0
3.277607183E1,-1.859283600E0,7.811356201E0,5.049449615E0,9.485312996E0
3.278612883E1,-3.318598938E0,7.153623962E0,4.230802002E0,8.949140757E0
3.279618583E1,-3.932023315E0,6.488556976E0,2.348915405E0,7.942265582E0
3.280624283E1,-3.498524780E0,5.595065002E0,5.209167480E-1,6.619349083E0
3.281629983E1,-2.581831055E0,4.435276794E0,9.494755554E-1,5.219102956E0
3.282635683E1,-1.389111328E0,3.573069763E0,2.403402100E0,4.524687776E0
3.283641383E1,-1.853146362E-1,3.100951538E0,2.303709412E0,3.867469329E0
3.284647083E1,9.105564880E-1,3.303031311E0,1.432670746E0,3.713714370E0
3.285652883E1,1.508562927E0,3.194357300E0,1.157991943E0,3.717610255E0
3.286658583E1,1.850152588E0,2.690355377E0,7.713459778E-1,3.355003915E0
3.287664283E1,2.401755524E0,1.994602203E0,6.253994751E-1,3.184021364E0
3.288669983E1,2.695295105E0,1.236578522E0,3.200344849E-1,2.982643830E0
3.289675683E1,2.415377197E0,6.270460510E-1,-1.969903564E-1,2.503205736E0
3.290681383E1,2.416724396E0,3.276686096E-1,-5.887257385E-1,2.508888502E0
3.291687083E1,2.490820312E0,5.141807556E-1,-1.213825836E0,2.818144929E0
3.292692783E1,1.954186249E0,7.415579224E-1,-1.795965271E0,2.755765466E0
3.293698483E1,1.036444702E0,1.025068359E0,-2.203717346E0,2.642224991E0
3.294704283E1,1.029559021E0,1.488055573E0,-3.558400269E0,3.992056317E0
3.295709983E1,1.087787933E0,1.859133911E0,-5.533393250E0,5.937853345E0
3.296715683E1,1.092577972E0,2.108215942E0,-7.044650574E0,7.434070405E0
3.297721383E1,1.098415833E0,3.349135437E0,-8.394842834E0,9.104757643E0
3.298727083E1,1.307381287E0,6.575376434E0,-1.120270386E1,1.305547375E1
3.299732783E1,1.214873657E0,1.268177811E1,-1.068043991E1,1.662453640E1
3.300738483E1,8.791218567E-1,2.273322601E1,-8.582103424E0,2.431511710E1
3.301744183E1,-1.020577698E0,3.245461029E1,-1.263522491E1,3.484239109E1
3.302749983E1,-3.175795898E0,3.726291138E1,-1.505194931E1,4.031341491E1
3.303755683E1,-4.115691376E0,3.050356750E1,-1.065753754E1,3.257283611E1
3.304761383E1,-5.952821045E0,1.657982208E1,-3.987707520E0,1.806179365E1
3.305767083E1,-7.317233734E0,6.763535156E0,-9.053173828E-1,1.000534442E1
3.306772783E1,-6.285579071E0,4.751119995E-1,-2.690205688E0,6.853571501E0
3.307778483E1,-2.985541534E0,-2.991529083E0,-8.130043488E0,9.162985955E0
3.308784183E1,-8.342152405E-1,-4.021986237E0,-1.211820007E1,1.279543127E1
3.309789883E1,-1.570534058E0,-1.031654663E0,-1.089045319E1,1.105137363E1
3.310795583E1,-2.409239960E0,3.800147552E0,-6.322252808E0,7.759925204E0
3.311801383E1,-2.597698059E0,8.323740692E0,-5.688171387E-2,8.719858362E0
3.312807083E1,-1.279688873E0,1.182750458E1,7.035968628E0,1.382144431E1
3.313812783E1,1.133592682E0,1.614856888E1,1.080019089E1,1.946035540E1
3.314818483E1,2.431543579E0,2.099578903E1,6.871460724E0,2.222504294E1
3.315824183E1,2.137704620E0,2.477587830E1,-3.902834015E0,2.517232686E1
3.316829883E1,5.450465698E0,2.395184189E1,-8.143964539E0,2.587899659E1
3.317835583E1,1.161404846E1,1.852936798E1,-4.868026886E0,2.240359983E1
3.318841283E1,1.015233810E1,1.174487640E1,-6.685098267E-1,1.553895093E1
3.319847083E1,2.405198364E0,7.522307281E0,3.007396088E0,8.450711049E0
3.320852783E1,4.340972900E-3,5.499563599E0,3.915407867E0,6.750973070E0
3.321858483E1,-1.576222229E-1,4.539011078E0,1.998045044E0,4.961819256E0
3.322864183E1,9.981243896E-1,4.294120331E0,2.027084656E0,4.852297797E0
3.323869883E1,1.538350983E0,4.207600250E0,2.957849121E0,5.368360554E0
3.324875583E1,1.336420898E0,5.073998566E0,3.071013794E0,6.079688149E0
3.325881283E1,1.005758514E0,7.083719330E0,3.255579987E0,7.860625343E0
3.326886983E1,1.466051331E0,9.435478821E0,4.121229858E0,1.040010109E1
3.327892683E1,2.562371521E0,1.135823044E1,5.352868652E0,1.281516092E1
3.328898483E1,2.919379120E0,1.253523285E1,5.917195129E0,1.416573455E1
3.329904183E1,2.665207672E0,1.267564087E1,5.460345154E0,1.405669138E1
3.330909883E1,1.868115234E0,1.200114349E1,4.139791260E0,1.283180312E1
3.331915583E1,8.657995605E-1,1.101065323E1,2.495610352E0,1.132308105E1
3.332921283E1,4.686753845E-1,9.649234314E0,1.255139923E0,9.741804540E0
3.333926983E1,6.622229004E-1,8.131989441E0,4.772076416E-1,8.172852536E0
3.334932683E1,1.143023071E0,6.841073914E0,8.532257080E-3,6.935911392E0
3.335938383E1,1.778601379E0,5.765859833E0,-1.641935577E0,6.253360290E0
3.336944183E1,2.142644348E0,5.025050354E0,-3.534001007E0,6.506244614E0
3.337949883E1,1.839375000E0,5.469476166E0,-2.443967743E0,6.266693566E0
3.338955583E1,1.813778229E0,6.655310211E0,-3.129991150E-1,6.905136778E0
3.339961333E1,1.601968689E0,8.090675354E0,1.115480347E0,8.322837723E0
3.340967033E1,9.277706909E-1,9.331894226E0,1.650018768E0,9.521952018E0
3.341972733E1,1.845661926E-1,1.000220032E1,1.014739838E0,1.005523609E1
3.342978433E1,-3.926335144E-1,1.008078690E1,9.131011963E-3,1.008843441E1
3.343984133E1,-6.313870239E-1,9.627080383E0,1.351689148E-1,9.648709598E0
3.344989933E1,-4.935237122E-1,9.070388031E0,6.179150391E-1,9.104796740E0
3.345995633E1,-3.963757324E-1,8.639583893E0,4.653822327E-1,8.661183763E0
3.347001333E1,-5.303471375E-1,8.492589569E0,2.454895020E-2,8.509168486E0
3.348007033E1,-5.043013000E-1,8.669072571E0,-1.537303162E-1,8.685089064E0
3.349012733E1,-2.448907471E-1,9.036558380E0,-2.478845215E-1,9.043274052E0
3.350018433E1,1.273851013E-1,9.468859406E0,-3.083587646E-1,9.474735381E0
3.351024133E1,2.694396973E-1,9.743837585E0,-4.543052673E-1,9.758143364E0
3.352029833E1,1.746867371E-1,9.828860779E0,-4.948709106E-1,9.842861214E0
3.353035533E1,1.758842468E-1,1.007599686E1,-3.794609070E-1,1.008467345E1
3.354041333E1,1.781295776E-1,1.053808594E1,-2.983296204E-1,1.054381268E1
3.355047033E1,-1.871109009E-1,1.121378082E1,-4.152365112E-1,1.122302598E1
3.356052733E1,-9.666897583E-1,1.150387756E1,-6.646179199E-1,1.156353774E1
3.357058433E1,-1.729952545E0,1.120644608E1,-1.083746338E-1,1.133970522E1
3.358064133E1,-2.094594269E0,1.054781570E1,1.067130890E0,1.080659565E1
3.359069833E1,-2.257904663E0,1.001357666E1,1.279988251E0,1.034447780E1
3.360075533E1,-2.748135223E0,9.793983307E0,7.450007629E-1,1.019947951E1
3.361081233E1,-3.085533600E0,9.932595062E0,6.018983459E-1,1.041821692E1
3.362087033E1,-2.483635254E0,1.032717453E1,1.197210388E0,1.068888631E1
3.363092733E1,-2.111209717E0,1.069481003E1,1.544937286E0,1.101013166E1
3.364098433E1,-1.346899109E0,1.146361130E1,6.655160522E-1,1.156163625E1
3.365104133E1,1.409768372E0,1.275078461E1,9.370513916E-2,1.282882440E1
3.366109833E1,3.081192627E0,1.411444885E1,1.539398804E0,1.452863253E1
3.367115533E1,3.609743500E0,1.530941391E1,2.912194061E0,1.599653952E1
3.368121233E1,3.161126404E0,1.579919540E1,3.267854462E0,1.644038224E1
3.369126933E1,2.773731995E0,1.610066849E1,2.513572998E0,1.653006849E1
3.370132733E1,1.925146637E0,1.630409546E1,2.483635254E0,1.660416100E1
3.371138433E1,1.493294678E0,1.631532211E1,2.358794861E0,1.655244930E1
3.372144133E1,1.228645020E0,1.582973190E1,-1.736389160E-2,1.587735123E1
3.373149833E1,1.846560059E0,1.438748108E1,-3.464844818E0,1.491356917E1
3.374155533E1,4.273163910E0,1.279135025E1,-5.222789154E0,1.446223003E1
3.375161233E1,5.885461121E0,1.174622360E1,-5.202281799E0,1.413068142E1
3.376166933E1,6.309080200E0,1.147079636E1,-3.559148712E0,1.356654715E1
3.377172633E1,6.683751068E0,1.196207474E1,-9.650431824E-1,1.373663236E1
3.378178433E1,6.422095184E0,1.164308807E1,8.711883545E-1,1.332530584E1
3.379184133E1,5.401816864E0,1.050769913E1,2.599793701E0,1.209753254E1
3.380189833E1,4.678670654E0,1.029738647E1,3.432811432E0,1.181991208E1
3.381195533E1,4.067341919E0,1.030442184E1,3.772305450E0,1.170276327E1
3.382201233E1,3.221450958E0,1.039827667E1,3.139870605E0,1.132963775E1
3.383206933E1,3.160377960E0,1.060769119E1,2.392474823E0,1.132409100E1
3.384212633E1,3.947291565E0,1.186118454E1,2.348316650E0,1.271941038E1
3.385218333E1,3.256029053E0,1.225890747E1,1.282682648E0,1.274863963E1
3.386224033E1,1.807491302E0,1.205802521E1,-1.469793549E0,1.228101339E1
3.387229833E1,6.595285034E-1,1.189935516E1,-1.667682037E0,1.203373568E1
3.388235533E1,9.086105347E-2,1.210397964E1,-1.542242889E0,1.220217571E1
3.389241233E1,-7.047344971E-1,1.180505127E1,-1.720372467E0,1.195054675E1
3.390246933E1,-1.693129120E0,1.077609100E1,-8.126600647E-1,1.093852092E1
3.391252633E1,-2.136058044E0,9.604028320E0,5.870791626E-1,9.856204436E0
3.392258333E1,-2.741997986E0,8.635991364E0,2.762655029E0,9.472653408E0
3.393264033E1,-1.282982025E0,7.429799652E0,2.687960358E0,8.004567236E0
3.394269733E1,1.189276886E0,6.455625458E0,1.285826111E0,6.689008024E0
3.395275533E1,1.985321503E0,5.871240692E0,4.715194702E-2,6.197999035E0
3.396281233E1,2.086960144E0,5.105133820E0,-1.187181244E0,5.641559471E0
3.397286933E1,2.247576141E0,4.335135040E0,-2.387385406E0,5.435494771E0
3.398292633E1,2.197580109E0,3.656296692E0,-2.954855347E0,5.189319219E0
3.399298333E1,2.118843842E0,3.039579163E0,-3.461551666E0,5.070589773E0
3.400304033E1,2.234253845E0,2.506837006E0,-3.531605988E0,4.873229203E0
3.401309733E1,2.096839600E0,2.215842133E0,-3.531456299E0,4.666677218E0
3.402315433E1,1.626367950E0,2.040406952E0,-3.498824158E0,4.364642451E0
3.403321233E1,1.282982025E0,1.936672668E0,-3.241060181E0,3.987632756E0
3.404326933E1,1.130299530E0,2.131717072E0,-2.929557953E0,3.795273969E0
3.405332633E1,9.090596008E-1,2.434537354E0,-2.451302490E0,3.572428499E0
3.406338333E1,4.978646851E-1,2.567460938E0,-1.863025818E0,3.211010761E0
3.407344033E1,-1.504371643E-1,2.630928955E0,-1.301543427E0,2.939121263E0
