"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.709589208E0,1.647474060E0,1.664044601E1,7.669151917E0,1.839658951E1
8.719646208E0,2.015708313E0,9.790839844E0,7.472161560E0,1.248025734E1
8.729703208E0,2.729573822E0,5.866300964E0,3.620371399E0,7.414253120E0
8.739760208E0,3.469036102E0,4.383634186E0,-3.041076050E0,6.363851326E0
8.749816208E0,3.135829010E0,3.247047729E0,-3.287912750E0,5.584542308E0
8.759873208E0,1.840123444E0,3.363655243E0,-1.200952606E0,4.017775260E0
8.769930208E0,1.423539734E0,3.605252838E0,-5.822891235E-2,3.876558268E0
8.779987208E0,1.248703308E0,4.039200439E0,1.001567230E0,4.344828772E0
8.790044208E0,1.268013153E0,5.088668060E0,1.985471191E0,5.607539196E0
8.800101208E0,1.531764679E0,6.321953430E0,1.761087799E0,6.739052488E0
8.810158208E0,2.269879761E0,7.523504791E0,1.349443817E0,7.973485881E0
8.820215208E0,2.737357635E0,8.505762177E0,1.066981201E0,8.998864701E0
8.830272208E0,3.844605103E0,9.844278717E0,1.075962524E0,1.062301780E1
8.840329208E0,6.919361115E0,1.284733383E1,2.939736786E0,1.488534841E1
8.850386208E0,9.088799744E0,1.531884430E1,5.445675659E0,1.862602091E1
8.860443208E0,7.113956451E0,1.541344757E1,6.512956238E0,1.818244597E1
8.870500208E0,4.326153717E0,1.393736710E1,4.537663879E0,1.528254563E1
8.880557208E0,2.519261169E0,1.230501160E1,1.820514221E0,1.269150343E1
8.890614208E0,8.232879639E-1,1.043016037E1,-2.435435486E0,1.074231793E1
8.900671208E0,-3.658392334E-1,8.559201050E0,-5.251230011E0,1.004834203E1
8.910728208E0,-8.592132568E-2,7.395371246E0,-3.671265564E0,8.256941879E0
8.920785208E0,4.605921936E-1,7.119195557E0,-1.174008636E0,7.230033667E0
8.930841208E0,1.562750244E-1,6.874753876E0,-7.960446167E-1,6.922452583E0
8.940898208E0,-8.430468750E-1,6.293512573E0,-2.176024933E0,6.712236069E0
8.950955208E0,-1.525477753E0,6.893165588E0,-4.306544495E-1,7.073067047E0
8.961012208E0,-9.630972290E-1,7.908504181E0,3.248245239E-1,7.973550378E0
8.971069208E0,6.366261292E-1,8.495583344E0,-7.571255493E-1,8.552980081E0
8.981126208E0,1.429527283E0,8.746611328E0,-1.525926819E0,8.993064585E0
8.991183208E0,1.323248291E0,8.569379883E0,-1.220861206E0,8.756469591E0
9.001240208E0,1.256936188E0,8.162525940E0,3.065625000E-1,8.264423686E0
9.011297208E0,1.054107971E0,7.741451569E0,1.873054962E0,8.034273514E0
9.021354208E0,8.786727905E-1,7.453300781E0,2.645897827E0,7.957671375E0
9.031411208E0,8.030799866E-1,7.321874084E0,2.670596466E0,7.834976902E0
9.041468208E0,1.029559021E0,7.316784668E0,1.600771179E0,7.560277642E0
9.051525208E0,1.279688873E0,7.419620819E0,4.501139832E-1,7.542610908E0
9.061582208E0,1.750160522E0,7.855065308E0,-4.291575623E-1,8.059112175E0
9.071639208E0,2.350861359E0,8.505013733E0,-8.446934509E-1,8.864271812E0
9.081696208E0,2.780318298E0,9.165440369E0,-6.200106812E-1,9.597910202E0
9.091753208E0,3.067870331E0,9.476493530E0,-1.607656860E-1,9.962008011E0
9.101810208E0,3.146606598E0,9.705666962E0,2.877017212E-1,1.020705033E1
9.111867208E0,2.322570190E0,1.011611343E1,8.255332947E-1,1.041208858E1
9.121923208E0,4.727169800E-1,1.077833633E1,6.493496704E-1,1.080822143E1
9.131980208E0,-2.037263489E-1,1.161300064E1,-9.735754395E-1,1.165551961E1
9.142037208E0,-8.891510010E-2,1.206865311E1,-9.913883972E-1,1.210963024E1
9.152094208E0,-4.297563171E-1,1.233045868E1,3.929328918E-1,1.234420099E1
9.162151208E0,-1.433568878E0,1.275767029E1,8.175997925E-1,1.286397063E1
9.172208208E0,-2.209854584E0,1.320868240E1,-6.628216553E-1,1.340865693E1
9.182265208E0,-2.787203979E0,1.367017273E1,-1.884730682E0,1.407815109E1
9.192322208E0,-3.171305237E0,1.375923752E1,-1.201251984E0,1.417098445E1
9.202379208E0,-3.050207062E0,1.396326324E1,1.910028076E-1,1.429380865E1
9.212436208E0,-2.501448212E0,1.415456543E1,5.373825073E-1,1.438394055E1
9.222493208E0,-1.389410706E0,1.443478271E1,-1.673519897E-1,1.450246258E1
9.232550208E0,-5.278024292E-1,1.449301163E1,-6.683601379E-1,1.451801180E1
9.242607208E0,-3.180885315E-1,1.451441711E1,4.818479919E-1,1.452589625E1
9.252664208E0,-1.020877075E-1,1.421713531E1,8.858578491E-1,1.424507292E1
9.262721208E0,8.399034119E-1,1.364337845E1,-7.300318909E-1,1.368868729E1
9.272778208E0,3.049757996E0,1.456276657E1,-2.516566772E0,1.509000670E1
9.282835208E0,6.420897675E0,1.555789719E1,-2.700983276E0,1.704615506E1
9.292892208E0,8.005502472E0,1.544099030E1,-7.750881958E-1,1.741014109E1
9.302949208E0,7.917036438E0,1.560235474E1,2.073937225E0,1.761857414E1
9.313006208E0,6.989714813E0,1.624092682E1,3.597019958E0,1.804334696E1
9.323062208E0,5.573809204E0,1.732452347E1,3.726800079E0,1.857674625E1
9.333119208E0,4.643194427E0,1.772688675E1,3.086731110E0,1.858304812E1
9.343176208E0,5.860313416E0,1.688488770E1,2.038011932E0,1.798877979E1
9.353233208E0,9.144334259E0,1.523636581E1,1.076261902E0,1.780236029E1
9.363290208E0,1.214948502E1,1.387898849E1,-2.788551178E0,1.865508846E1
9.373347208E0,1.186687271E1,1.253912476E1,-6.102809143E0,1.831110584E1
9.383404208E0,7.241341553E0,1.119581818E1,-4.989574127E0,1.423654530E1
9.393461208E0,2.521207123E0,1.031280441E1,-2.630330200E0,1.093750690E1
9.403518208E0,1.308279419E-1,9.518855438E0,-5.739065552E-1,9.537037986E0
9.413575208E0,-7.949967957E-1,9.757309570E0,1.405577087E0,9.890033210E0
9.423632208E0,-1.005309448E0,1.044812302E1,2.856809235E0,1.087820209E1
9.433689208E0,-1.721270599E0,9.291178894E0,4.596641235E0,1.050799164E1
9.443746208E0,-2.655627594E0,8.091872864E0,5.854176178E0,1.033451223E1
9.453803208E0,-3.399879913E0,6.115981750E0,4.579427032E0,8.362748839E0
9.463860208E0,-2.883004761E0,4.245621185E0,3.431015167E0,6.173239083E0
9.473917208E0,-1.376387787E0,3.230282593E0,2.671943665E0,4.412306870E0
9.483974208E0,2.040257263E-1,2.881657562E0,1.871258698E0,3.441974131E0
9.494031208E0,1.080004120E0,2.643951874E0,2.056573334E0,3.519429540E0
9.504088208E0,1.573078766E0,2.678979034E0,2.516117706E0,3.997793614E0
9.514145208E0,2.028880920E0,2.900967407E0,1.570384369E0,3.872735048E0
9.524202208E0,2.370620270E0,2.870879974E0,-1.703457642E-1,3.727037694E0
9.534258208E0,2.417323151E0,2.320923615E0,-1.228195953E0,3.569117950E0
9.544315208E0,2.595452728E0,1.523382111E0,-1.719773712E0,3.466221219E0
9.554372208E0,3.125949554E0,9.398954773E-1,-1.813628540E0,3.734195041E0
9.564429208E0,3.512745209E0,4.510121155E-1,-1.784588928E0,3.965797331E0
9.574486208E0,3.424877930E0,2.763253784E-1,-1.623224487E0,3.800131877E0
9.584543208E0,3.040177917E0,2.362088013E-1,-1.575174408E0,3.432149586E0
9.594600208E0,2.509830780E0,3.968247986E-1,-1.622925110E0,3.015063246E0
9.604657208E0,1.891017609E0,1.270108795E0,-1.690584412E0,2.836758643E0
9.614714208E0,9.605525208E-1,2.342778168E0,-1.915267181E0,3.174825832E0
9.624771208E0,3.103047180E-1,2.966082001E0,-2.197430420E0,3.704407092E0
9.634828208E0,4.567002869E-1,3.753294983E0,-3.116369476E0,4.899750718E0
9.644885208E0,7.083270264E-1,5.515430603E0,-5.314847717E0,7.692158876E0
9.654942208E0,1.044228516E0,8.168663177E0,-8.996441803E0,1.219645180E1
9.664999208E0,1.560504913E0,1.277623169E1,-1.287861877E1,1.820785801E1
9.675056208E0,1.053509216E0,2.191727280E1,-1.411175446E1,2.608866310E1
9.685113208E0,-5.468128967E-1,3.014027298E1,-1.303758820E1,3.284377819E1
9.695170208E0,-1.886976013E0,3.246673508E1,-1.258822266E1,3.487281054E1
9.705227208E0,-3.171305237E0,2.695893860E1,-1.202254898E1,2.968809915E1
9.715284208E0,-4.361180878E0,1.842488525E1,-7.927215271E0,2.052649598E1
9.725341208E0,-4.970264282E0,1.161180313E1,-3.901786194E0,1.321973655E1
9.735397208E0,-4.522994385E0,5.133874054E0,-3.218307495E0,7.561193301E0
9.745454208E0,-2.875520325E0,3.306623840E-1,-5.649402008E0,6.347731705E0
9.755511208E0,-3.126997375E-1,-4.333488464E-1,-7.961943054E0,7.979856487E0
9.765568208E0,2.328108673E0,3.319197693E0,-8.086184692E0,9.045636860E0
9.775625208E0,4.974605255E0,8.170010376E0,-7.822732544E0,1.235681640E1
9.785682208E0,7.013814697E0,1.350297043E1,-5.601351929E0,1.621415895E1
9.795739208E0,7.701185303E0,2.022534119E1,-6.806346130E-1,2.165261981E1
9.805796208E0,6.026617584E0,2.655956909E1,6.290069733E0,2.795166913E1
9.815853208E0,5.220244446E0,2.448982315E1,6.778803406E0,2.594136784E1
9.825910208E0,7.218588867E0,1.362257172E1,6.760541382E0,1.683411433E1
9.835967208E0,7.867339783E0,6.724017334E0,2.340233459E0,1.061056723E1
9.846024208E0,8.208181000E0,3.763024750E0,-8.799301758E0,1.260802530E1
9.856081208E0,5.972280579E0,1.228794708E0,-1.027583130E1,1.194867276E1
9.866138208E0,2.886896667E0,7.262896729E-1,-4.657414856E0,5.527493301E0
9.876195208E0,1.450483704E0,2.568059692E0,-9.071136475E-2,2.950773138E0
9.886252208E0,1.520837402E0,4.811294861E0,3.410807190E0,6.090575533E0
9.896309208E0,2.014361115E0,6.056106262E0,6.178102570E0,8.882737479E0
9.906366208E0,1.556912384E0,7.027885437E0,5.778583374E0,9.230773299E0
9.916423208E0,1.539249115E0,8.269104309E0,4.017345886E0,9.321289711E0
9.926480208E0,2.202370148E0,9.302106171E0,2.699636078E0,9.933159036E0
9.936537208E0,3.042572937E0,9.535171509E0,2.018702087E0,1.021038216E1
9.946594208E0,4.337679749E0,9.628876648E0,1.236428833E0,1.063294349E1
9.956650208E0,5.131329346E0,9.897867279E0,9.448352051E-1,1.118887980E1
9.966707208E0,5.751340027E0,1.049557434E1,1.656455383E0,1.208217022E1
9.976764208E0,6.452631683E0,1.098670303E1,3.772604828E0,1.328821457E1
9.986821208E0,5.753735046E0,1.060260178E1,5.568420410E0,1.328638165E1
9.996878208E0,3.745062103E0,9.900861053E0,6.237229614E0,1.228639789E1
1.000693521E1,2.387235718E0,9.578730927E0,6.400540009E0,1.176511338E1
1.001699221E1,1.520987091E0,9.221573639E0,6.252198486E0,1.124459017E1
1.002704921E1,5.065466309E-1,8.498876495E0,5.847140808E0,1.032843390E1
1.003710621E1,-1.627116394E-1,8.022417297E0,5.241500244E0,9.584309009E0
1.004716321E1,-3.104544067E-1,8.125103760E0,4.227957916E0,9.164568794E0
1.005722021E1,-2.685415649E-1,8.456664276E0,3.402574310E0,9.119473515E0
1.006727721E1,-2.496807861E-1,9.025631104E0,2.939287720E0,9.495460474E0
1.007733421E1,-2.477348328E-1,9.765093384E0,2.285896454E0,1.003213556E1
1.008739121E1,-2.080673218E-1,1.012644196E1,1.730551300E0,1.027535530E1
1.009744821E1,-5.309458923E-1,1.000938538E1,-1.075363770E0,1.008097745E1
1.010750521E1,-2.394570465E0,9.415121155E0,-6.980284424E0,1.196256012E1
1.011756221E1,-2.604583740E0,8.986562347E0,-2.948568420E0,9.810005862E0
1.012761921E1,-1.823957062E0,9.012009430E0,1.995500336E0,9.408780735E0
1.013767621E1,-1.303339691E0,8.848699036E0,3.358266449E0,9.553853804E0
1.014773321E1,-8.416996765E-1,8.315358124E0,2.082469482E0,8.613380185E0
1.015779021E1,8.173004150E-2,8.160579987E0,-1.920206909E0,8.383849956E0
1.016784721E1,1.287921753E0,9.155411224E0,-2.604134674E0,9.605301376E0
1.017790321E1,2.030826874E0,1.016566040E1,-1.811233521E0,1.052356765E1
1.018796021E1,2.231110382E0,1.083192490E1,-2.219434662E0,1.127982007E1
1.019801721E1,1.412163391E0,1.123907822E1,-1.133592682E0,1.138402903E1
1.020807421E1,-4.177812195E-1,1.089823700E1,1.697919159E0,1.103761932E1
1.021813121E1,-1.171014862E0,1.017434235E1,2.592908020E0,1.056464339E1
1.022818821E1,-6.858737183E-1,1.010204269E1,9.954299927E-1,1.017411275E1
1.023824521E1,-4.192781067E-1,1.067624863E1,-8.647517395E-1,1.071941577E1
1.024830221E1,-4.505630493E-2,1.161629379E1,-1.463806000E0,1.170824665E1
1.025835921E1,5.134323120E-1,1.208766357E1,-1.272803192E0,1.216532989E1
1.026841621E1,5.725593567E-1,1.168829407E1,-3.442840576E-3,1.170230978E1
1.027847321E1,7.753875732E-2,1.140238861E1,1.446891174E0,1.149408423E1
1.028853021E1,-5.110372925E-1,1.178334641E1,1.754800873E0,1.192424999E1
1.029858721E1,-8.312214661E-1,1.233345245E1,9.268725586E-1,1.239613130E1
1.030864421E1,-1.098266144E0,1.262789017E1,1.830693054E-1,1.267688104E1
1.031870121E1,-1.183588715E0,1.286739212E1,4.336482239E-1,1.292898732E1
1.032875821E1,-1.796264648E-3,1.323128540E1,1.350042572E0,1.329998239E1
1.033881521E1,1.860181732E0,1.333936066E1,1.478924561E0,1.354939248E1
1.034887221E1,2.681224365E0,1.397763336E1,7.601193237E-1,1.425275341E1
1.035892921E1,3.139720917E0,1.486453903E1,2.097138977E-1,1.519395761E1
1.036898621E1,3.481011200E0,1.509850250E1,2.267784119E-1,1.549624617E1
1.037904271E1,3.186124420E0,1.448358124E1,2.839595032E-1,1.483260420E1
1.038909971E1,2.658771057E0,1.348815125E1,4.676275635E-1,1.375565204E1
1.039915571E1,2.490371246E0,1.320733521E1,3.008743286E-1,1.344344366E1
1.040921271E1,2.370470581E0,1.306617874E1,-1.645677795E0,1.338104679E1
1.041926971E1,3.511398010E0,1.339923615E1,-3.026855621E0,1.417855071E1
1.042932671E1,5.535339203E0,1.403945480E1,-1.505419464E0,1.516616494E1
1.043938371E1,6.607409821E0,1.445020065E1,6.253994751E-1,1.590148697E1
1.044944071E1,6.494993591E0,1.392269760E1,1.519490204E0,1.543811195E1
1.045949771E1,5.382956085E0,1.310824127E1,1.996697845E0,1.431045100E1
1.046955471E1,4.088747406E0,1.283550842E1,2.163301392E0,1.364360673E1
1.047961171E1,3.164868622E0,1.312889832E1,1.879192200E0,1.363509177E1
1.048966871E1,2.874173126E0,1.343995148E1,1.513802032E0,1.382695785E1
1.049972571E1,3.228636017E0,1.319356384E1,7.523355103E-1,1.360368428E1
1.050978271E1,4.113895111E0,1.261292130E1,-1.091530151E0,1.331169992E1
1.051983971E1,5.211712189E0,1.268522095E1,-3.349135437E0,1.411713436E1
1.052989671E1,5.461093597E0,1.299208282E1,-2.904859314E0,1.438943943E1
1.053995371E1,4.172573090E0,1.289777893E1,-2.951861572E-1,1.355913723E1
1.055001071E1,2.571801910E0,1.186058578E1,2.538421326E0,1.239884039E1
1.056006771E1,4.481680298E-1,1.024125320E1,5.577850800E0,1.167032739E1
1.057012471E1,-1.134341125E0,8.720565491E0,5.722450104E0,1.049196967E1
1.058018171E1,-2.005978546E0,7.550748138E0,4.628973999E0,9.081032302E0
1.059023871E1,-2.195185089E0,6.438860321E0,3.436853027E0,7.621661141E0
1.060029571E1,-1.944157104E0,4.951702881E0,2.076481934E0,5.710594145E0
1.061035271E1,-1.353784790E0,3.744912415E0,1.968706055E0,4.442173542E0
1.062040971E1,-5.682183838E-1,3.027154999E0,2.778971100E0,4.148399678E0
1.063046671E1,5.068460083E-1,2.683469696E0,3.459006958E0,4.407111483E0
1.064052271E1,1.571432190E0,2.696492615E0,3.300486603E0,4.542431437E0
1.065057971E1,2.387684784E0,2.941083984E0,2.130070496E0,4.346057288E0
1.066063671E1,2.578537903E0,3.030897217E0,9.918374634E-1,4.101089759E0
1.067069371E1,2.489024048E0,2.784060516E0,1.511856079E-2,3.734496250E0
1.068075071E1,2.413131866E0,2.156565399E0,-6.508465576E-1,3.301148432E0
1.069080771E1,2.547402649E0,1.321452026E0,-1.215173035E0,3.116430846E0
1.070086471E1,2.866389313E0,7.358697510E-1,-1.903292084E0,3.518552648E0
1.071092171E1,2.771336975E0,3.595523071E-1,-2.440973969E0,3.710517539E0
1.072097871E1,2.419867859E0,1.719923401E-1,-2.722239075E0,3.646358101E0
1.073103571E1,1.640438690E0,5.126838684E-1,-2.960992584E0,3.423647314E0
1.074109271E1,6.788383484E-1,1.015338593E0,-3.371139679E0,3.585570623E0
1.075114971E1,1.526824951E-1,1.475481720E0,-4.187841339E0,4.442788914E0
1.076120671E1,4.071533203E-2,1.892364807E0,-5.024301910E0,5.369014061E0
1.077126371E1,-9.774673462E-2,2.535277863E0,-5.906716919E0,6.428568505E0
1.078132071E1,-2.186952209E-1,4.491559753E0,-7.640711060E0,8.865799576E0
1.079137771E1,-7.682025146E-1,8.669970703E0,-1.001731888E1,1.327046362E1
1.080143471E1,-1.210981750E0,1.667158127E1,-9.848769379E0,1.940119473E1
1.081149171E1,-1.651365967E0,2.738944336E1,-1.053673874E1,2.939271135E1
1.082154871E1,-3.171604614E0,3.563998627E1,-1.437640411E1,3.856097369E1
1.083160571E1,-4.170776825E0,3.544254684E1,-1.175056458E1,3.757186812E1
1.084166271E1,-3.330723724E0,2.404943893E1,-6.042484589E0,2.501960938E1
1.085171971E1,-2.814597015E0,1.326721069E1,-3.263363800E0,1.394956556E1
1.086177671E1,-2.261347504E0,6.799460449E0,-3.568878479E0,8.005201342E0
1.087183371E1,-2.071093140E0,3.151396637E0,-7.120542755E0,8.057472103E0
1.088188971E1,-1.774260406E0,3.939657440E0,-1.042941193E1,1.128900057E1
1.089194671E1,-9.663903809E-1,8.500972137E0,-1.164683029E1,1.445161214E1
1.090200371E1,-8.524772644E-1,1.447983902E1,-9.816436615E0,1.751441930E1
1.091206071E1,1.541793823E-2,2.277259415E1,-2.069895630E0,2.286647655E1
1.092211771E1,2.248623962E0,2.900323746E1,1.809871353E1,3.426087454E1
1.093217471E1,3.693120117E0,2.392669418E1,2.160113022E1,3.244587273E1
1.094223171E1,4.966372375E0,1.047147446E1,9.431137848E0,1.494198758E1
1.095228871E1,7.670050049E0,3.606899414E0,-4.238585815E0,9.476550050E0
1.096234571E1,1.272384064E1,-3.885919189E-1,-2.116344040E1,2.469692964E1
1.097240271E1,9.724527740E0,-3.247347107E0,-1.306064026E1,1.660397624E1
1.098245971E1,2.761457520E0,-3.229085083E0,-1.975442047E0,4.685617290E0
1.099251671E1,-2.252665558E0,5.203179932E-1,3.607797546E0,4.285024628E0
1.100257371E1,-2.335293732E0,2.791544952E0,2.825075226E0,4.607317014E0
1.101263071E1,-2.742297363E-1,3.975732422E0,3.675756226E0,5.421515846E0
1.102268771E1,5.821394348E-1,5.114264832E0,3.848646698E0,6.427026723E0
1.103274471E1,7.174580383E-1,6.659950562E0,3.152743835E0,7.403342570E0
1.104280171E1,9.491761780E-1,8.582253113E0,2.504142609E0,8.990368964E0
1.105285871E1,1.756148071E0,1.015697845E1,2.151026917E0,1.052972859E1
1.106291571E1,3.759282532E0,1.131497040E1,2.957400055E0,1.228442002E1
1.107297271E1,6.396648102E0,1.323472824E1,4.922962646E0,1.550195793E1
1.108302971E1,8.602311401E0,1.574934906E1,6.505920868E0,1.908844581E1
1.109308671E1,8.638835449E0,1.634091888E1,6.207291870E0,1.949834814E1
1.110314371E1,5.538183289E0,1.404184982E1,4.453389130E0,1.573777924E1
1.111320071E1,1.962119751E0,1.133083740E1,2.218237152E0,1.171146303E1
1.112325771E1,4.171824646E-1,9.617649994E0,-5.269042969E-1,9.641102673E0
1.113331471E1,-2.023791504E-1,7.911947021E0,-3.370840302E0,8.602466352E0
1.114337171E1,4.236190796E-1,6.959777069E0,-1.971101074E0,7.245908461E0
1.115342771E1,1.190923462E0,6.906338196E0,9.250762939E-2,7.008877487E0
1.116348471E1,8.161029053E-1,7.227869568E0,-4.058061218E-1,7.285108170E0
1.117354171E1,-1.297801208E-1,7.864346008E0,-2.920576630E0,8.390145938E0
1.118359871E1,-7.571255493E-1,8.832981720E0,-3.742367706E0,9.622895677E0
1.119365571E1,-6.568341064E-1,9.525741119E0,-2.661764832E0,9.912424877E0
1.120371271E1,1.919009399E-1,9.892179108E0,-1.582359467E0,1.001977519E1
1.121376971E1,9.102571106E-1,9.900262299E0,-6.982978821E-1,9.966513007E0
1.122382671E1,8.668473816E-1,9.368717651E0,3.878434753E-1,9.416725406E0
1.123388371E1,6.420149231E-1,8.166717224E0,1.262025604E0,8.288556087E0
1.124394071E1,8.930429077E-1,7.084018707E0,1.901944885E0,7.389062256E0
1.125399771E1,1.189276886E0,6.822512512E0,2.696193237E0,7.431723519E0
1.126405471E1,1.181642761E0,6.846462708E0,2.841241608E0,7.506196447E0
1.127411171E1,1.184037781E0,7.109016724E0,1.870959320E0,7.445841324E0
1.128416871E1,1.439107361E0,7.679181061E0,-8.307723999E-2,7.813306188E0
1.129422571E1,2.083966370E0,8.275241547E0,-2.796933746E0,8.980277104E0
1.130428271E1,2.545157318E0,8.978778534E0,-3.647614746E0,1.002004906E1
1.131433971E1,2.422711945E0,9.617051239E0,-1.451082458E0,1.002311568E1
1.132439671E1,1.892364807E0,1.037791901E1,1.304237823E0,1.062935952E1
1.133445371E1,3.387455750E-1,1.147319138E1,2.740201721E0,1.180074465E1
1.134451071E1,-7.870632935E-1,1.273761200E1,1.195114746E0,1.281774268E1
1.135456771E1,-7.955955505E-1,1.316826645E1,-1.524429932E0,1.328006401E1
1.136462471E1,-8.640032959E-1,1.292726761E1,-1.850901031E0,1.308765006E1
1.137468212E1,-1.486408997E0,1.269285507E1,-4.700225830E-1,1.278823298E1
1.138473912E1,-2.308798828E0,1.277757889E1,1.920506287E-1,1.298591382E1
1.139479613E1,-2.702330475E0,1.308459045E1,-2.956352234E-1,1.336400006E1
1.140485312E1,-2.466271362E0,1.334070786E1,-1.204994202E-1,1.356729526E1
1.141491012E1,-2.298470306E0,1.380818573E1,1.187330933E0,1.404844168E1
1.142496712E1,-1.933379517E0,1.444436279E1,1.915117493E0,1.469847774E1
1.143502412E1,-1.475481720E0,1.506781631E1,1.480571136E0,1.521210786E1
1.144508013E1,-1.137634277E0,1.494971191E1,8.840615845E-1,1.501897676E1
1.145513712E1,-4.049079895E-1,1.477397736E1,1.138682098E0,1.482332467E1
1.146519412E1,6.086343384E-1,1.526136383E1,1.824855194E0,1.538212463E1
1.147525112E1,6.783892822E-1,1.458492050E1,1.778751068E0,1.470863941E1
1.148530812E1,6.650669861E-1,1.466470459E1,8.307723999E-2,1.468001283E1
1.149536513E1,2.970123596E0,1.579335754E1,-1.774709473E0,1.616791175E1
1.150542212E1,5.948779449E0,1.642639114E1,-8.460406494E-1,1.749085726E1
1.151547912E1,7.104975128E0,1.567195999E1,1.342408447E0,1.725957885E1
1.152553612E1,6.777605896E0,1.487636444E1,2.918480988E0,1.660601373E1
1.153559312E1,6.124963074E0,1.501183273E1,3.173700256E0,1.652097660E1
1.154565013E1,4.942871246E0,1.490720032E1,2.394420776E0,1.588678219E1
1.155570712E1,4.331392822E0,1.435948929E1,1.194515991E0,1.504602156E1
1.156576412E1,5.317691803E0,1.379576157E1,3.667373657E-2,1.478520302E1
1.157582112E1,8.152047729E0,1.315090256E1,-5.043013000E-1,1.548084106E1
1.158587812E1,9.674082642E0,1.255184830E1,-1.801503754E0,1.594936320E1
1.159593513E1,9.637408905E0,1.179457306E1,-3.654799805E0,1.566362556E1
1.160599212E1,6.888674927E0,1.086799988E1,-3.272794189E0,1.327698932E1
1.161604912E1,3.259022827E0,1.037597305E1,8.848100281E-1,1.091168802E1
1.162610612E1,1.319506073E0,1.025487488E1,3.611390076E0,1.095197212E1
1.163616312E1,4.107458496E-1,9.141190796E0,6.145320740E0,1.102247923E1
1.164622012E1,-9.406439209E-1,8.798553314E0,6.819369049E0,1.117153282E1
1.165627713E1,-2.370171204E0,8.237969055E0,5.939199371E0,1.042861136E1
1.166633412E1,-3.076402588E0,7.518265686E0,4.149071960E0,9.121588126E0
1.167639112E1,-3.620970154E0,6.459517365E0,1.530118103E0,7.561616947E0
1.168644812E1,-3.582649841E0,5.221891022E0,4.810995483E-1,6.350982798E0
1.169650512E1,-2.984194336E0,4.106859741E0,1.561552734E0,5.311323725E0
1.170656213E1,-1.424737244E0,3.297642517E0,2.609673157E0,4.440125715E0
1.171661912E1,7.673043823E-1,3.225941620E0,2.051334229E0,3.899157277E0
1.172667612E1,2.067051544E0,2.896626434E0,1.329834595E0,3.798895476E0
1.173673212E1,2.814597015E0,2.155966644E0,7.551795959E-1,3.624975138E0
1.174679012E1,3.414699097E0,1.366957397E0,1.675016785E-1,3.681955901E0
1.175684613E1,3.737128601E0,8.252339172E-1,-6.147715759E-1,3.876220490E0
1.176690312E1,3.735332336E0,2.492317200E-1,-9.981243896E-1,3.874413041E0
1.177696012E1,3.550167389E0,-2.820135498E-1,-1.259331207E0,3.777450889E0
1.178701712E1,2.766247559E0,-7.467970276E-1,-1.194066925E0,3.104130664E0
1.179707412E1,1.803150330E0,-6.441105652E-1,-1.108145599E0,2.212287549E0
1.180713113E1,1.739532623E0,-1.080752563E-1,-2.126028900E0,2.749118567E0
1.181718812E1,1.271006927E0,5.150788879E-1,-3.029400330E0,3.325361819E0
1.182724512E1,1.005010071E0,8.481362915E-1,-4.177961884E0,4.380039487E0
1.183730212E1,6.277944946E-1,1.269959106E0,-6.558611298E0,6.709866184E0
1.184735912E1,-5.526507568E-1,3.092718658E0,-9.724078674E0,1.021900375E1
1.185741613E1,-1.752705231E0,6.811136169E0,-1.547002991E1,1.699368638E1
1.186747312E1,-1.655407562E0,1.468176910E1,-1.517424500E1,2.117905639E1
1.187753012E1,-3.706292725E-1,2.620106461E1,-1.044003983E1,2.820687122E1
1.188758712E1,-4.739144897E-1,3.496010010E1,-1.221534805E1,3.703576544E1
1.189764412E1,-7.259902954E-1,3.546529953E1,-1.281170792E1,3.771543971E1
1.190770113E1,5.254074097E-1,2.591426102E1,-7.788453827E0,2.706445991E1
1.191775812E1,5.388793945E-2,1.461889984E1,-4.435426483E0,1.527704633E1
1.192781512E1,-3.490740967E-1,8.053402863E0,-3.654650116E0,8.850741091E0
1.193787212E1,1.123713226E0,3.422183533E0,-4.069287872E0,5.434443425E0
1.194792912E1,3.249442749E0,1.140478363E0,-6.948400726E0,7.754988184E0
1.195798612E1,4.102967834E0,2.717748413E0,-1.065229843E1,1.173422189E1
1.196804313E1,2.738106079E0,9.600884857E0,-1.217553085E1,1.574540462E1
1.197810012E1,1.335971832E0,1.766611313E1,-9.569300537E0,2.013573655E1
1.198815712E1,-5.858816528E-1,2.455568619E1,7.170688477E0,2.558796113E1
1.199821412E1,-2.670297089E0,2.427052917E1,1.844060257E1,3.059811916E1
1.200827112E1,2.081271973E0,1.513667313E1,1.116812576E1,1.892558056E1
1.201832813E1,5.289700012E0,6.957382050E0,7.640860748E0,1.160899841E1
1.202838512E1,6.502927094E0,4.591551819E0,-3.003504181E0,8.508316300E0
1.203844212E1,8.781788177E0,2.043251038E0,-1.398945877E1,1.664330601E1
1.204849912E1,4.579127655E0,1.154549103E0,-4.564009094E0,6.567463188E0
1.205855612E1,5.950126648E-1,2.848875732E0,3.110681305E0,4.259867509E0
1.206861313E1,-7.104226685E-1,3.705843658E0,3.502865753E0,5.148596515E0
1.207867012E1,-3.882925415E-1,4.568200378E0,3.666625214E0,5.870550762E0
