"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.085316058E1,-1.899549866E-1,1.215128128E1,1.759141846E0,1.227942587E1
1.086321758E1,-4.242178345E-1,1.209439957E1,6.230044556E-1,1.211786269E1
1.087327458E1,-6.333329773E-1,1.216505264E1,-2.781216431E-1,1.218470222E1
1.088333258E1,-9.500743103E-1,1.239228012E1,-7.345225525E-1,1.245033217E1
1.089338958E1,-1.212478638E0,1.244092896E1,-5.734574890E-1,1.251302007E1
1.090344658E1,-1.319655762E0,1.242296631E1,-2.350112915E-2,1.249288340E1
1.091350358E1,-1.273701324E0,1.229812592E1,7.533833313E-1,1.238683989E1
1.092356158E1,-1.046922913E0,1.205443268E1,1.657952271E0,1.221287028E1
1.093361858E1,-6.782395935E-1,1.184711380E1,2.538571014E0,1.213500956E1
1.094367558E1,-3.984713745E-1,1.154579041E1,3.031795349E0,1.194386196E1
1.095373358E1,-1.721420288E-1,1.119327347E1,2.983595581E0,1.158537209E1
1.096379058E1,-1.689985657E-1,1.090422455E1,2.620899811E0,1.121605052E1
1.097384758E1,-3.683839417E-1,1.066756668E1,2.103126526E0,1.087914642E1
1.098390458E1,-6.144721985E-1,1.057206528E1,1.489702148E0,1.069417378E1
1.099396258E1,-7.969427490E-1,1.047566574E1,1.066232758E0,1.055990259E1
1.100401958E1,-9.315129089E-1,1.040725800E1,1.014739838E0,1.049802040E1
1.101407658E1,-1.030157776E0,1.037088364E1,1.213077393E0,1.049228332E1
1.102413458E1,-1.061293030E0,1.028526169E1,1.621577911E0,1.046625367E1
1.103419158E1,-9.656419373E-1,1.013302826E1,2.024090881E0,1.037823058E1
1.104424858E1,-7.854167175E-1,9.933493195E0,2.280208282E0,1.022206028E1
1.105430558E1,-5.137316895E-1,9.654922485E0,2.385439453E0,9.958502389E0
1.106436358E1,-2.234852600E-1,9.361682281E0,2.308050385E0,9.644591094E0
1.107442058E1,4.041595459E-3,9.010063477E0,2.128423920E0,9.258047773E0
1.108447758E1,8.921447754E-2,8.649014282E0,1.815424805E0,8.837939494E0
1.109453558E1,1.082249451E-1,8.409811707E0,1.536854095E0,8.549769944E0
1.110459258E1,4.745132446E-2,8.105644226E0,1.250798950E0,8.201720427E0
1.111464954E1,-6.765930176E-2,7.901768188E0,1.050665131E0,7.971600561E0
1.112470654E1,-1.654060364E-1,7.743696899E0,9.824070740E-1,7.807517178E0
1.113476454E1,-2.890489197E-1,7.565567322E0,9.506730652E-1,7.630539788E0
1.114482154E1,-3.469784546E-1,7.465575256E0,8.777746582E-1,7.525004738E0
1.115487854E1,-3.441343689E-1,7.330855408E0,7.331753540E-1,7.375460363E0
1.116493554E1,-3.158432007E-1,7.178172913E0,5.206173706E-1,7.203954868E0
1.117499354E1,-2.624043274E-1,7.085365906E0,2.794688416E-1,7.095728918E0
1.118505054E1,-2.691403198E-1,7.068002014E0,2.365081787E-2,7.073163956E0
1.119510754E1,-3.216810608E-1,7.057074738E0,-2.062710571E-1,7.067413268E0
1.120516554E1,-3.755690002E-1,7.112459564E0,-4.123924255E-1,7.134297487E0
1.121522254E1,-4.577481079E-1,7.267537079E0,-5.475613403E-1,7.302496282E0
1.122527954E1,-6.123765564E-1,7.464078369E0,-5.138813782E-1,7.506766615E0
1.123533654E1,-6.481521606E-1,7.752079468E0,-2.586621094E-1,7.783427483E0
1.124539454E1,-6.218069458E-1,8.057594147E0,8.502319336E-2,8.081998284E0
1.125545154E1,-5.462141418E-1,8.324489136E0,3.032693481E-1,8.347900428E0
1.126550854E1,-3.797602844E-1,8.630303192E0,4.707710266E-1,8.651472500E0
1.127556654E1,-2.192939758E-1,8.900042267E0,5.673202515E-1,8.920801223E0
1.128562354E1,-1.191522217E-1,9.193581848E0,6.852749634E-1,9.219856085E0
1.129568054E1,-7.783813477E-3,9.396410065E0,8.015830994E-1,9.430541774E0
1.130573754E1,1.079255676E-1,9.518855438E0,9.535171509E-1,9.567102578E0
1.131579554E1,3.188369751E-2,9.645492096E0,1.020727386E0,9.699403009E0
1.132585254E1,-1.829196167E-1,9.812993774E0,8.806187439E-1,9.854125825E0
1.133590954E1,-4.037104797E-1,1.005848328E1,4.897814941E-1,1.007848966E1
1.134596754E1,-6.060896301E-1,1.035636383E1,1.514849854E-1,1.037518984E1
1.135602454E1,-6.650669861E-1,1.064990341E1,4.206253052E-2,1.067073222E1
1.136608154E1,-5.815406799E-1,1.094194611E1,7.484436035E-2,1.095764463E1
1.137613854E1,-3.873944092E-1,1.125479553E1,2.556683350E-1,1.126436253E1
1.138619654E1,-1.440005493E-1,1.161823975E1,6.027964783E-1,1.163475804E1
1.139625354E1,-2.859054565E-2,1.194710587E1,1.059047699E0,1.199398758E1
1.140631054E1,8.652008057E-2,1.224468704E1,1.567540283E0,1.234491916E1
1.141636754E1,-1.007405090E-1,1.239123230E1,1.775906982E0,1.251825196E1
1.142642554E1,-2.833607483E-1,1.254211853E1,1.721270599E0,1.266285130E1
1.143648254E1,-3.778143311E-1,1.266186951E1,1.216669922E0,1.272579934E1
1.144653954E1,-3.460803223E-1,1.278790741E1,7.018904114E-1,1.281183038E1
1.145659754E1,-1.441502380E-1,1.283146683E1,5.098397827E-1,1.284240074E1
1.146665454E1,8.577163696E-2,1.288490570E1,6.506968689E-1,1.290161068E1
1.147671154E1,3.842509460E-1,1.280257690E1,1.152902527E0,1.286012474E1
1.148676854E1,6.795867920E-1,1.262040573E1,1.888323212E0,1.277897662E1
1.149682654E1,9.744735718E-1,1.241413467E1,2.752775574E0,1.275296482E1
1.150688354E1,1.187779999E0,1.219693634E1,3.297492828E0,1.269052940E1
1.151694054E1,1.199605408E0,1.191746750E1,3.397484894E0,1.245022041E1
1.152699754E1,1.099912720E0,1.161943726E1,3.288661194E0,1.212585760E1
1.153705554E1,9.553134155E-1,1.120584732E1,2.896327057E0,1.161345549E1
1.154711254E1,8.427474976E-1,1.079135925E1,2.296075287E0,1.106506302E1
1.155716954E1,6.096821594E-1,1.046099625E1,1.650318146E0,1.060790765E1
1.156722754E1,3.007246399E-1,1.015069153E1,1.040186920E0,1.020827912E1
1.157728454E1,9.864486694E-2,9.889634399E0,6.857240295E-1,9.913869921E0
1.158734154E1,9.879455566E-3,9.711355133E0,6.623725891E-1,9.733922825E0
1.159739854E1,1.077758789E-2,9.534273376E0,8.418493652E-1,9.571373743E0
1.160745654E1,1.197509766E-2,9.373807068E0,1.073268127E0,9.435057330E0
1.161751354E1,2.948867798E-2,9.232650604E0,1.253792725E0,9.317440794E0
1.162757054E1,2.595602417E-1,9.060358887E0,1.372795258E0,9.167444655E0
1.163762854E1,5.354365540E-1,8.902736664E0,1.369352417E0,9.023333001E0
1.164768554E1,6.497987366E-1,8.664132843E0,1.129401398E0,8.761562865E0
1.165774254E1,6.765930176E-1,8.447084198E0,8.256829834E-1,8.514268139E0
1.166779954E1,6.515950012E-1,8.212521973E0,6.677613831E-1,8.265349264E0
1.167785754E1,5.505551147E-1,7.950417023E0,5.403762817E-1,7.987756149E0
1.168791454E1,3.659889221E-1,7.723488922E0,4.903802490E-1,7.747690095E0
1.169797154E1,1.130149841E-1,7.542515259E0,4.159849548E-1,7.554823115E0
1.170802954E1,-1.745370483E-1,7.383545837E0,3.225791931E-1,7.392649704E0
1.171808654E1,-4.501139832E-1,7.282805328E0,1.559756470E-1,7.298368616E0
1.172814354E1,-7.173083496E-1,7.203320618E0,1.242416382E-2,7.238958043E0
1.173820054E1,-8.535250854E-1,7.128027191E0,-1.145118713E-1,7.179860004E0
1.174825854E1,-8.744815063E-1,7.062164154E0,-2.543211365E-1,7.120643207E0
1.175831554E1,-7.881111145E-1,7.018904114E0,-3.691323853E-1,7.072651045E0
1.176837254E1,-6.939569092E-1,7.045399017E0,-4.499642944E-1,7.093778357E0
1.177842954E1,-6.505471802E-1,7.103627930E0,-4.114942932E-1,7.145213009E0
1.178848754E1,-5.462141418E-1,7.263196106E0,-4.266128540E-1,7.296188463E0
1.179854454E1,-4.517605591E-1,7.353757782E0,-4.363426208E-1,7.380530875E0
1.180860154E1,-3.793112183E-1,7.548353119E0,-4.755610657E-1,7.572824449E0
1.181865954E1,-4.911286926E-1,7.826325073E0,-3.921844482E-1,7.851520884E0
1.182871654E1,-5.424719238E-1,8.111332397E0,-2.296224976E-1,8.132694236E0
1.183877354E1,-4.691244507E-1,8.432414703E0,4.221221924E-2,8.445559623E0
1.184883054E1,-3.564088440E-1,8.713380432E0,2.794688416E-1,8.725143475E0
1.185888854E1,-2.466870117E-1,9.025631104E0,4.860392761E-1,9.042074180E0
1.186894554E1,-7.903564453E-2,9.272467804E0,5.834866333E-1,9.291144303E0
1.187900254E1,4.610412598E-2,9.537416840E0,5.849835205E-1,9.555451391E0
1.188906054E1,1.264869690E-1,9.775122528E0,4.556524658E-1,9.786553968E0
1.189911754E1,1.791773987E-1,9.978998566E0,2.399510193E-1,9.983491043E0
1.190917454E1,2.146536255E-1,1.024664200E1,-1.028361511E-1,1.024940602E1
1.191923154E1,2.398013306E-1,1.049243088E1,-4.165837097E-1,1.050343527E1
1.192928954E1,1.817221069E-1,1.083910995E1,-6.297404480E-1,1.085890881E1
1.193934654E1,6.990463257E-2,1.115959351E1,-6.346801758E-1,1.117784562E1
1.194940354E1,1.766326904E-2,1.148801056E1,-2.740800476E-1,1.149129316E1
1.195946154E1,1.390608215E-1,1.176867691E1,4.403842163E-1,1.177773460E1
1.196951854E1,2.951861572E-1,1.197479828E1,1.338815918E0,1.205302272E1
1.197957554E1,3.559597778E-1,1.208032883E1,1.787732391E0,1.221707981E1
1.198963254E1,3.902384949E-1,1.212463669E1,1.596130829E0,1.223547034E1
1.199969054E1,1.841171265E-1,1.213840805E1,8.053253174E-1,1.216648667E1
1.200974754E1,-2.978805542E-2,1.222238342E1,2.544708252E-3,1.222241999E1
1.201980454E1,-1.510359192E-1,1.249017654E1,-5.541476440E-1,1.250337561E1
1.202986154E1,-2.977308655E-1,1.276186157E1,-9.168434143E-1,1.279821692E1
1.203991954E1,-3.977229309E-1,1.298878967E1,-8.629554749E-1,1.302349926E1
1.204997654E1,-4.911286926E-1,1.301902679E1,-3.835025024E-1,1.303393034E1
1.206003354E1,-3.201841736E-1,1.301438644E1,6.373745728E-1,1.303391801E1
1.207009154E1,-1.010398865E-1,1.295061905E1,2.045646057E0,1.311157544E1
1.208014854E1,1.546284485E-1,1.272533752E1,3.186124420E0,1.311905156E1
1.209020554E1,4.674778748E-1,1.224798019E1,3.740571442E0,1.281496895E1
1.210026254E1,6.500981140E-1,1.169787415E1,3.526516571E0,1.223516270E1
1.211032054E1,5.641767883E-1,1.118563934E1,2.776127014E0,1.153879128E1
1.212037742E1,2.053729248E-1,1.087982529E1,1.886377258E0,1.104405702E1
1.213043442E1,-2.900967407E-1,1.055515045E1,1.123563538E0,1.061874532E1
1.214049242E1,-6.936575317E-1,1.028840515E1,5.849835205E-1,1.032834193E1
1.215054942E1,-9.964778137E-1,1.013093262E1,4.131408691E-1,1.018820147E1
1.216060642E1,-1.185983734E0,9.966574402E0,5.224136353E-1,1.005047654E1
1.217066342E1,-1.035696259E0,9.796528015E0,8.506809998E-1,9.887784689E0
1.218072142E1,-7.238946533E-1,9.487720184E0,1.323397980E0,9.606885030E0
1.219077842E1,-3.137475586E-1,9.209748230E0,1.661095734E0,9.363607159E0
1.220083542E1,1.960922241E-2,8.850495300E0,1.634451141E0,9.000171227E0
1.221089242E1,2.808160400E-1,8.522377625E0,1.499431915E0,8.657833106E0
1.222095042E1,4.851411438E-1,8.231083374E0,1.283131714E0,8.344610382E0
1.223100742E1,6.701564026E-1,8.008945312E0,1.169368286E0,8.121559999E0
1.224106442E1,7.053332520E-1,7.909252625E0,1.172062683E0,8.026674468E0
1.225112242E1,5.722599792E-1,7.903863831E0,1.208886108E0,8.016230446E0
1.226117942E1,4.662803650E-1,7.839797058E0,1.140478363E0,7.936027104E0
1.227123642E1,3.635939026E-1,7.811954956E0,9.949809265E-1,7.883452785E0
1.228129342E1,1.962419128E-1,7.774233398E0,9.366023254E-1,7.832907489E0
1.229135142E1,1.187031555E-1,7.710166626E0,9.380992126E-1,7.767933443E0
1.230140842E1,3.098556519E-2,7.606582031E0,7.153623962E-1,7.640209006E0
1.231146542E1,-1.661544800E-2,7.493417358E0,2.655477905E-1,7.498139463E0
1.232152342E1,-2.501298523E-1,7.574099579E0,-2.309696960E-1,7.581747580E0
1.233158042E1,-5.788462830E-1,7.839797058E0,-3.788621521E-1,7.870261588E0
1.234163742E1,-8.589138794E-1,7.977959747E0,-2.950364685E-1,8.029484498E0
1.235169442E1,-1.005309448E0,8.124654694E0,1.901046753E-2,8.186636817E0
1.236175242E1,-9.970765686E-1,8.369246063E0,2.104623413E-1,8.431057807E0
1.237180942E1,-1.052910461E0,8.407566376E0,3.338058472E-1,8.479812448E0
1.238186642E1,-1.000968475E0,8.551716614E0,3.372486877E-1,8.616700738E0
1.239192442E1,-8.804690552E-1,8.568182373E0,2.911445618E-1,8.618221399E0
1.240198142E1,-8.583151245E-1,8.571325836E0,7.244934082E-2,8.614498265E0
1.241203842E1,-8.107141113E-1,8.647068329E0,-1.916015625E-1,8.687103039E0
1.242209542E1,-8.102650452E-1,8.788374481E0,-2.823129272E-1,8.830161723E0
1.243215342E1,-7.866142273E-1,9.024283905E0,-1.568737793E-1,9.059860447E0
1.244221042E1,-8.411009216E-1,9.327253876E0,5.313949585E-2,9.365251701E0
1.245226742E1,-8.985813904E-1,9.490713959E0,1.838177490E-1,9.534929938E0
1.246232442E1,-1.021026764E0,9.686207428E0,6.915618896E-2,9.740117688E0
1.247238242E1,-1.004561005E0,9.862840118E0,-5.598358154E-2,9.914025024E0
1.248243942E1,-8.973838806E-1,1.004605911E1,-9.550140381E-2,1.008651189E1
1.249249642E1,-8.824150085E-1,1.032837204E1,-8.068222046E-2,1.036631250E1
1.250255442E1,-7.830216980E-1,1.054332504E1,-1.525328064E-1,1.057346169E1
1.251261142E1,-6.352789307E-1,1.064586182E1,-2.445913696E-1,1.066760414E1
1.252266842E1,-4.773573303E-1,1.065813629E1,-3.369493103E-1,1.067414044E1
1.253272542E1,-1.712438965E-1,1.071187454E1,-2.459385681E-1,1.071606581E1
1.254278342E1,1.034349060E-1,1.092024124E1,-6.062393188E-2,1.092089936E1
1.255284042E1,1.094224548E-1,1.122380997E1,1.432521057E-1,1.122525744E1
1.256289742E1,-1.694476318E-1,1.154653885E1,2.612068176E-1,1.155073595E1
1.257295442E1,-6.291416931E-1,1.186881866E1,1.064286804E-1,1.188595822E1
1.258301242E1,-1.133442993E0,1.220307358E1,-3.150947571E-1,1.225964855E1
1.259306942E1,-1.313368835E0,1.246847168E1,-5.842350769E-1,1.255105790E1
1.260312642E1,-1.244512024E0,1.262564484E1,-4.176315308E-1,1.269370450E1
1.261318442E1,-7.991880798E-1,1.253134094E1,4.209246826E-1,1.256385231E1
1.262324142E1,-3.861968994E-1,1.225082428E1,1.415007477E0,1.233831795E1
1.263329842E1,1.437011719E-2,1.190728867E1,2.233355713E0,1.211493325E1
1.264335542E1,5.041516113E-1,1.148486710E1,2.521057434E0,1.176911516E1
1.265341342E1,9.330097961E-1,1.110016708E1,2.070644073E0,1.133012725E1
1.266347042E1,1.303938446E0,1.074884766E1,1.381776581E0,1.091546096E1
1.267352742E1,1.628014526E0,1.040665924E1,7.036866760E-1,1.055671174E1
1.268358542E1,1.862427063E0,1.021790176E1,3.649411011E-1,1.039265765E1
1.269364242E1,2.016905823E0,1.013482452E1,5.957611084E-2,1.033373730E1
1.270369942E1,1.971999207E0,9.998458099E0,-3.671864319E-1,1.019768460E1
1.271375642E1,1.787732391E0,9.916728058E0,-6.712042236E-1,1.009891071E1
1.272381442E1,1.644629974E0,9.735455017E0,-8.915460205E-1,9.913563761E0
1.273387142E1,1.527274017E0,9.559121704E0,-9.481283569E-1,9.726680886E0
1.274392842E1,1.348395996E0,9.271270294E0,-8.175997925E-1,9.404418858E0
1.275398642E1,1.161285095E0,9.040150909E0,-4.602928162E-1,9.126049584E0
1.276404342E1,8.144563293E-1,8.905880127E0,5.613327026E-2,8.943220387E0
1.277410042E1,3.363505554E-1,8.802145844E0,4.860392761E-1,8.821969016E0
1.278415742E1,-1.576222229E-1,8.642128601E0,7.515870667E-1,8.676180879E0
1.279421542E1,-6.201603699E-1,8.483907623E0,8.357121277E-1,8.547496839E0
1.280427242E1,-1.023272095E0,8.403075714E0,6.863227844E-1,8.492926834E0
1.281432942E1,-1.376088409E0,8.207881622E0,4.152365112E-1,8.332788333E0
1.282438642E1,-1.425785065E0,7.943681030E0,1.766326904E-1,8.072554148E0
1.283444442E1,-1.292562103E0,7.832312622E0,4.191284180E-3,7.938252665E0
1.284450142E1,-1.094523926E0,7.729626160E0,9.370513916E-2,7.807296833E0
1.285455842E1,-6.842271423E-1,7.519612885E0,3.002755737E-1,7.556646752E0
1.286461642E1,-1.951940918E-1,7.336992645E0,3.460803223E-1,7.347743422E0
1.287467342E1,-5.703140259E-2,7.186705170E0,1.559756470E-1,7.188623803E0
1.288473042E1,-1.368154907E-1,7.075636139E0,-1.173559570E-1,7.077931737E0
1.289478742E1,-3.860472107E-1,7.015760651E0,-3.463796997E-1,7.034906457E0
1.290484542E1,-7.978408813E-1,7.129374390E0,-4.441264343E-1,7.187612785E0
1.291490242E1,-1.180145874E0,7.287745056E0,-6.474037170E-1,7.411012337E0
1.292495942E1,-1.519490204E0,7.501500549E0,-9.223818970E-1,7.709224950E0
1.293501742E1,-1.705553284E0,7.692503357E0,-1.087488556E0,7.954002216E0
1.294507442E1,-1.625619507E0,7.911497955E0,-1.092278595E0,8.150307430E0
1.295513142E1,-1.307381287E0,8.208480377E0,-8.672964478E-1,8.357068808E0
1.296518842E1,-8.696914673E-1,8.465795288E0,-6.758445740E-1,8.537143492E0
1.297524642E1,-3.067121887E-1,8.716673584E0,-4.363426208E-1,8.732975760E0
1.298530342E1,2.160008240E-1,9.104067993E0,2.305206299E-2,9.106659200E0
1.299536042E1,4.616400146E-1,9.490713959E0,4.846920776E-1,9.514288694E0
1.300541842E1,6.050418091E-1,9.936486969E0,7.806266785E-1,9.985450760E0
1.301547542E1,5.722599792E-1,1.027538223E1,7.574249268E-1,1.031914018E1
1.302553242E1,4.793032837E-1,1.052102142E1,3.760180664E-1,1.053864379E1
1.303558942E1,3.962260437E-1,1.075408676E1,-2.604583740E-2,1.076141513E1
1.304564742E1,2.562670898E-1,1.102307739E1,-3.845503235E-1,1.103275972E1
1.305570442E1,1.371148682E-1,1.141615997E1,-2.965333557E-1,1.142083364E1
1.306576142E1,1.360670471E-1,1.180475189E1,3.935316467E-1,1.181209332E1
1.307581842E1,2.104623413E-1,1.226743973E1,1.207688599E0,1.232853940E1
1.308587642E1,2.601589966E-1,1.269360352E1,2.041454773E0,1.285934643E1
1.309593342E1,2.630030823E-1,1.295735504E1,2.291884003E0,1.316111517E1
1.310599042E1,1.725910950E-1,1.303549255E1,1.751507721E0,1.315376878E1
1.311604854E1,-8.098159790E-2,1.307875259E1,8.149053955E-1,1.310436562E1
1.312610554E1,-1.794767761E-1,1.321197556E1,3.489244080E-1,1.321780081E1
1.313616254E1,-3.050656128E-1,1.338471634E1,6.524931335E-1,1.340408310E1
1.314621954E1,-4.821473694E-1,1.347722397E1,1.262923737E0,1.354485173E1
1.315627754E1,-7.042854309E-1,1.337334000E1,1.828597412E0,1.351613884E1
1.316633454E1,-9.003776550E-1,1.304731796E1,2.421215057E0,1.330058150E1
1.317639154E1,-8.425978088E-1,1.268716690E1,3.081042938E0,1.308308070E1
1.318644954E1,-6.872209167E-1,1.233165619E1,3.504212952E0,1.283828358E1
1.319650654E1,-6.078858948E-1,1.190444458E1,3.273842010E0,1.236136592E1
1.320656354E1,-7.535330200E-1,1.153007309E1,2.474055176E0,1.181657084E1
1.321662054E1,-9.565109253E-1,1.125344833E1,1.583556976E0,1.140450197E1
1.322667854E1,-1.159638519E0,1.099733093E1,8.752299500E-1,1.109288405E1
1.323673554E1,-1.419049072E0,1.084674408E1,5.948629761E-1,1.095533748E1
1.324679254E1,-1.587748260E0,1.080902252E1,6.236032104E-1,1.094279642E1
1.325684954E1,-1.634900208E0,1.073073532E1,7.535330200E-1,1.088068891E1
1.326690754E1,-1.589095459E0,1.053793625E1,1.020428009E0,1.070582076E1
1.327696454E1,-1.519340515E0,1.034124527E1,1.340612183E0,1.053788358E1
1.328702154E1,-1.387464752E0,1.009291168E1,1.528022461E0,1.030178515E1
1.329707954E1,-1.116378479E0,9.789043579E0,1.594633942E0,9.980708016E0
1.330713654E1,-7.854167175E-1,9.413175201E0,1.458417206E0,9.557809767E0
1.331719354E1,-4.815486145E-1,8.993448029E0,1.191971283E0,9.084866100E0
1.332725054E1,-1.252894592E-1,8.518036652E0,9.506730652E-1,8.571839075E0
1.333730854E1,2.776725769E-1,8.093818817E0,7.616162109E-1,8.134314007E0
1.334736554E1,5.376818848E-1,7.666307831E0,6.831793213E-1,7.715446296E0
1.335742254E1,7.018904114E-1,7.273824005E0,5.945635986E-1,7.331757748E0
1.336748054E1,7.776329041E-1,6.953041077E0,4.921765137E-1,7.013681691E0
1.337753754E1,7.029382324E-1,6.657405853E0,2.902464294E-1,6.700702787E0
1.338759454E1,5.719606018E-1,6.402485962E0,1.167572021E-1,6.429043293E0
1.339765154E1,4.011657715E-1,6.192772064E0,-7.634124756E-3,6.205756851E0
1.340770954E1,2.653981018E-1,6.068081360E0,-1.038839722E-1,6.074770730E0
1.341776654E1,1.640588379E-1,5.991590424E0,-2.279759216E-1,5.998170065E0
1.342782354E1,1.444496155E-1,5.903573456E0,-4.203259277E-1,5.920280325E0
1.343788054E1,1.414558411E-1,5.901777191E0,-5.556445312E-1,5.929563611E0
1.344793854E1,8.711883545E-2,6.006409607E0,-5.298980713E-1,6.030367984E0
1.345799554E1,1.523831177E-1,6.147566071E0,-4.984634399E-1,6.169623571E0
1.346805254E1,2.067201233E-1,6.329587555E0,-5.391787720E-1,6.355873313E0
1.347811054E1,2.317181396E-1,6.577023010E0,-4.358935547E-1,6.595523343E0
1.348816754E1,1.815724182E-1,6.865622864E0,-2.854563904E-1,6.873953099E0
1.349822454E1,1.939965820E-1,7.219936066E0,-3.421884155E-1,7.230643428E0
1.350828154E1,2.068698120E-1,7.615263977E0,-5.131329346E-1,7.635335354E0
1.351833954E1,1.688488770E-1,8.035739594E0,-5.239105225E-1,8.054570317E0
1.352839654E1,9.759704590E-2,8.541837158E0,-3.489244080E-1,8.549517850E0
1.353845354E1,5.328918457E-2,9.104816437E0,-8.292755127E-2,9.105350024E0
1.354851154E1,5.418731689E-2,9.626182251E0,1.911524963E-1,9.628232458E0
1.355856854E1,1.511856079E-1,1.011835876E1,3.379971313E-1,1.012513127E1
1.356862554E1,1.113684082E-1,1.060828995E1,3.715274048E-1,1.061537805E1
1.357868254E1,5.194198608E-2,1.116034195E1,3.555107117E-1,1.116612369E1
1.358874054E1,1.092727661E-2,1.175086395E1,4.734654236E-1,1.176040359E1
1.359879754E1,4.849914551E-2,1.221639587E1,7.668553162E-1,1.224053705E1
1.360885454E1,1.450483704E-1,1.264121246E1,1.153501282E0,1.269456013E1
1.361891254E1,2.912942505E-1,1.307710602E1,1.560953979E0,1.317315951E1
1.362896954E1,3.724255371E-1,1.344893280E1,1.924398193E0,1.359101919E1
1.363902654E1,2.992277527E-1,1.378139145E1,2.125280457E0,1.394751249E1
1.364908354E1,9.445358276E-2,1.398601593E1,2.165097656E0,1.415292235E1
1.365914154E1,-1.733395386E-1,1.398751282E1,1.880090332E0,1.411436506E1
1.366919854E1,-5.159770203E-1,1.408106827E1,1.375938721E0,1.415753945E1
1.367925554E1,-7.553292847E-1,1.422521851E1,1.025966492E0,1.428215569E1
1.368931254E1,-6.189628601E-1,1.427461578E1,1.302441559E0,1.434726890E1
1.369937054E1,-2.025288391E-1,1.420530991E1,2.113754425E0,1.436314051E1
1.370942754E1,1.309776306E-1,1.392344604E1,2.953657837E0,1.423388912E1
1.371948454E1,3.972738647E-1,1.347916992E1,3.526666260E0,1.393855169E1
1.372954254E1,7.174580383E-1,1.289628204E1,3.708687744E0,1.343812492E1
1.373959954E1,8.801696777E-1,1.236847961E1,3.520678711E0,1.288988616E1
1.374965654E1,8.461903381E-1,1.188558380E1,2.908152466E0,1.226541851E1
1.375971354E1,7.587721252E-1,1.144624741E1,2.163002014E0,1.167351243E1
1.376977154E1,6.348298645E-1,1.101200043E1,1.405427399E0,1.111945990E1
1.377982854E1,4.797523499E-1,1.066038162E1,7.634124756E-1,1.069844368E1
1.378988554E1,3.258723450E-1,1.034049683E1,3.968247986E-1,1.035323801E1
1.379994354E1,2.189945984E-1,1.011611343E1,2.460882568E-1,1.012147564E1
1.381000054E1,1.306782532E-1,9.925410004E0,3.302133179E-1,9.931761243E0
1.382005754E1,1.106199646E-1,9.764045563E0,6.081852722E-1,9.783594015E0
1.383011454E1,8.921447754E-2,9.617500305E0,9.388476562E-1,9.663628007E0
1.384017254E1,8.008346558E-2,9.510921936E0,1.252295837E0,9.593346356E0
1.385022954E1,1.101708984E-1,9.360484772E0,1.539997559E0,9.486959748E0
1.386028654E1,2.218386841E-1,9.105714569E0,1.747316437E0,9.274500792E0
1.387034454E1,3.059637451E-1,8.738079071E0,1.818418579E0,8.930525505E0
1.388040154E1,3.860472107E-1,8.243507538E0,1.750908966E0,8.436239161E0
1.389045854E1,2.856060791E-1,7.785460052E0,1.570534058E0,7.947423248E0
1.390051554E1,1.115180969E-1,7.366631012E0,1.333277435E0,7.487143479E0
1.391057354E1,-7.903564453E-2,7.022796021E0,1.090781708E0,7.107440841E0
1.392063054E1,-3.611988831E-1,6.747069397E0,8.310717773E-1,6.807649402E0
1.393068754E1,-6.700067139E-1,6.534511414E0,5.454656982E-1,6.591379312E0
1.394074454E1,-9.123527527E-1,6.371500397E0,3.423381042E-1,6.445587656E0
1.395080254E1,-1.038690033E0,6.208040314E0,1.553768921E-1,6.296251544E0
1.396085954E1,-1.127006378E0,6.100563812E0,-1.734892273E-1,6.206216296E0
1.397091654E1,-1.169967041E0,6.059100037E0,-4.108955383E-1,6.184686837E0
1.398097454E1,-1.171463928E0,6.088289337E0,-4.486170959E-1,6.216176645E0
1.399103154E1,-1.174607391E0,6.124214630E0,-4.360432434E-1,6.251067194E0
1.400108854E1,-1.103654938E0,6.222111053E0,-4.808001709E-1,6.337498638E0
1.401114554E1,-1.043330383E0,6.336622925E0,-4.400848389E-1,6.437002644E0
1.402120354E1,-1.035696259E0,6.517446899E0,-3.360511780E-1,6.607776572E0
1.403126054E1,-1.119222565E0,6.736441498E0,-3.589535522E-1,6.838212548E0
1.404131754E1,-1.197060699E0,7.021748199E0,-4.384382629E-1,7.136534888E0
1.405137554E1,-1.175056458E0,7.392078094E0,-5.218148804E-1,7.503057177E0
1.406143254E1,-1.161734161E0,7.815248108E0,-5.379812622E-1,7.919416209E0
1.407148954E1,-1.134041748E0,8.226293335E0,-5.074447632E-1,8.319582496E0
1.408154654E1,-1.121018829E0,8.735833740E0,-4.014651489E-1,8.816612083E0
1.409160454E1,-1.064735870E0,9.255103912E0,-1.737886047E-1,9.317768691E0
1.410166154E1,-9.403445435E-1,9.817035370E0,1.465452576E-1,9.863057681E0
1.411171854E1,-8.173004150E-1,1.039633072E1,3.897894287E-1,1.043568916E1
1.412177592E1,-7.887098694E-1,1.104627914E1,5.510041809E-1,1.108809956E1
1.413183392E1,-6.987469482E-1,1.170880142E1,7.807763672E-1,1.175558972E1
1.414189092E1,-6.908134460E-1,1.223944794E1,1.098415833E0,1.230803909E1
1.415194792E1,-5.222639465E-1,1.266830612E1,1.578018494E0,1.277688859E1
