"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.953015416E-1,-2.176473999E-1,9.776769104E0,9.204359436E-1,9.822412475E0
7.053585416E-1,-2.260299683E-1,9.763746185E0,9.171427917E-1,9.809331273E0
7.154165416E-1,-1.508862305E-1,9.720037079E0,9.113049316E-1,9.763829379E0
7.254735416E-1,-1.589694214E-1,9.757908325E0,9.446855164E-1,9.804819064E0
7.355305416E-1,-1.739382935E-1,9.749825134E0,9.535171509E-1,9.797884447E0
7.455885416E-1,-1.778302002E-1,9.710307312E0,9.285191345E-1,9.756220552E0
7.556455416E-1,-1.727407837E-1,9.716893616E0,8.631051636E-1,9.756680349E0
7.657025416E-1,-1.651066589E-1,9.714199219E0,8.241860962E-1,9.750497905E0
7.757595417E-1,-1.387614441E-1,9.724677429E0,8.550219727E-1,9.763179217E0
7.858175416E-1,-1.106199646E-1,9.747280426E0,8.943901062E-1,9.788853158E0
7.958745416E-1,-7.454498291E-2,9.752070465E0,9.318122864E-1,9.796770358E0
8.059315416E-1,-1.002914429E-1,9.726024628E0,9.481283569E-1,9.772643492E0
8.159895416E-1,-1.151106262E-1,9.746981049E0,9.511221313E-1,9.793953406E0
8.260465416E-1,-1.898052979E-1,9.762848053E0,9.485774231E-1,9.810658861E0
8.361035417E-1,-2.556683350E-1,9.774224396E0,9.199868774E-1,9.820753774E0
8.461615416E-1,-2.462379456E-1,9.782606964E0,9.668394470E-1,9.833351954E0
8.562185416E-1,-2.149530029E-1,9.794731750E0,1.020877075E0,9.850135271E0
8.662755416E-1,-2.730322266E-1,9.791438599E0,1.072968750E0,9.853835718E0
8.763325416E-1,-2.420466614E-1,9.821975098E0,1.123114471E0,9.888941679E0
8.863905416E-1,-1.992356873E-1,9.812993774E0,1.157842255E0,9.883073427E0
8.964475417E-1,-1.767823792E-1,9.776918793E0,1.105151825E0,9.840769972E0
9.065045416E-1,-1.830693054E-1,9.760602722E0,1.029109955E0,9.816412133E0
9.165625416E-1,-1.874102783E-1,9.795330505E0,9.544152832E-1,9.843501961E0
9.266195416E-1,-1.974394226E-1,9.769584045E0,9.093589783E-1,9.813800920E0
9.366765416E-1,-2.124082947E-1,9.778565369E0,9.419911194E-1,9.826128700E0
9.467335417E-1,-2.435435486E-1,9.817783813E0,9.987231445E-1,9.871455839E0
9.567915417E-1,-2.417472839E-1,9.793534241E0,1.015188904E0,9.848977774E0
9.668485416E-1,-1.974394226E-1,9.780361633E0,1.016536102E0,9.835029316E0
9.769055416E-1,-1.646575928E-1,9.794132996E0,1.076261902E0,9.854465634E0
9.869635416E-1,-1.372645569E-1,9.777966614E0,1.026714935E0,9.832681029E0
9.970205416E-1,-1.278341675E-1,9.796078949E0,9.472302246E-1,9.842598714E0
1.007077542E0,-1.272354126E-1,9.791887665E0,9.226812744E-1,9.836086296E0
1.017134542E0,-1.085243225E-1,9.760602722E0,9.253756714E-1,9.804971349E0
1.027192542E0,-8.442443848E-2,9.774224396E0,9.240284729E-1,9.818167784E0
1.037249542E0,-1.086740112E-1,9.775870972E0,9.059161377E-1,9.818357670E0
1.047306542E0,-1.314266968E-1,9.747879181E0,8.836125183E-1,9.788727833E0
1.057364542E0,-1.342707825E-1,9.736951904E0,8.833131409E-1,9.777857799E0
1.067421542E0,-1.927990723E-1,9.743089142E0,9.196875000E-1,9.788298249E0
1.077478542E0,-1.725910950E-1,9.731263733E0,9.955796814E-1,9.783581166E0
1.087536542E0,-1.130149841E-1,9.712852020E0,9.946815491E-1,9.764305308E0
1.097593542E0,-1.026864624E-1,9.732161865E0,9.232800293E-1,9.776398370E0
1.107650333E0,-1.541793823E-1,9.751771088E0,9.039701843E-1,9.794793143E0
1.117707333E0,-1.703457642E-1,9.737400970E0,9.023236084E-1,9.780602396E0
1.127765333E0,-1.631607056E-1,9.729018402E0,8.885522461E-1,9.770872304E0
1.137822333E0,-1.787283325E-1,9.748627625E0,9.066645813E-1,9.792329909E0
1.147879333E0,-1.538800049E-1,9.734107819E0,9.093589783E-1,9.777702585E0
1.157937333E0,-9.939331055E-2,9.730814667E0,9.153465271E-1,9.774277077E0
1.167994333E0,-6.316864014E-2,9.765991516E0,1.022823029E0,9.819610355E0
1.178051333E0,-3.068618774E-2,9.777667236E0,1.130748596E0,9.842881215E0
1.188108333E0,-4.894821167E-2,9.761650543E0,1.134490814E0,9.827476108E0
1.198166333E0,-8.367599487E-2,9.755962372E0,1.013692017E0,9.808841674E0
1.208223333E0,-1.040336609E-1,9.749376068E0,9.196875000E-1,9.793211006E0
1.218280333E0,-1.127156067E-1,9.750274200E0,9.098080444E-1,9.793278433E0
1.228338333E0,-1.080752563E-1,9.757159882E0,9.532177734E-1,9.804206920E0
1.238395333E0,-1.173559570E-1,9.735005951E0,1.002465363E0,9.787188058E0
1.248452333E0,-1.320254517E-1,9.753267975E0,1.023122406E0,9.807672831E0
1.258509333E0,-1.365161133E-1,9.751771088E0,1.007704468E0,9.804649116E0
1.268567333E0,-1.194515991E-1,9.778265991E0,1.041384430E0,9.834288790E0
1.278624333E0,-6.137237549E-2,9.759554901E0,1.035995636E0,9.814579227E0
1.288681333E0,-6.735992432E-3,9.729617157E0,1.016685791E0,9.782594001E0
1.298739333E0,-5.792953491E-2,9.740843811E0,1.006806335E0,9.792908300E0
1.308796333E0,-1.037342834E-1,9.773925018E0,1.002315674E0,9.825731921E0
1.318853333E0,-1.303788757E-1,9.741592255E0,9.954299927E-1,9.793186365E0
1.328911333E0,-5.403762817E-2,9.771080933E0,1.027014313E0,9.825054761E0
1.338968333E0,-5.463638306E-2,9.763297119E0,1.038839722E0,9.818561185E0
1.349025333E0,-5.179229736E-2,9.725725250E0,9.825567627E-1,9.775368631E0
1.359082333E0,-3.622467041E-2,9.747280426E0,9.565109253E-1,9.794166686E0
1.369140333E0,-6.122268677E-2,9.747430115E0,9.592053223E-1,9.794703513E0
1.379197333E0,-8.666976929E-2,9.749376068E0,9.096583557E-1,9.792105172E0
1.389254333E0,-1.484912109E-1,9.770033112E0,8.903485107E-1,9.811641917E0
1.399312333E0,-1.667532349E-1,9.762848053E0,8.716374207E-1,9.803099537E0
1.409369333E0,-1.592687988E-1,9.774823151E0,8.948391724E-1,9.816988913E0
1.419426333E0,-1.416055298E-1,9.796528015E0,9.756710815E-1,9.846011748E0
1.429483333E0,-7.843688965E-2,9.794582062E0,1.056802368E0,9.851742047E0
1.439541333E0,-7.065307617E-2,9.807754669E0,1.071022797E0,9.866313057E0
1.449598333E0,-7.349716187E-2,9.839788055E0,1.045575714E0,9.895456502E0
1.459655333E0,-9.654922485E-2,9.829908600E0,1.037342834E0,9.884963581E0
1.469713333E0,-1.525328064E-1,9.842482452E0,1.030307465E0,9.897437070E0
1.479770333E0,-1.766326904E-1,9.868228912E0,1.039887543E0,9.924439887E0
1.489827333E0,-1.655557251E-1,9.850266266E0,1.056203613E0,9.908113861E0
1.499884333E0,-1.582209778E-1,9.823322296E0,1.042282562E0,9.879729133E0
1.509942333E0,-1.694476318E-1,9.799372101E0,1.015188904E0,9.853274308E0
1.519999333E0,-1.520837402E-1,9.784103851E0,9.837542725E-1,9.834611843E0
1.530056333E0,-1.399589539E-1,9.768236847E0,9.824070740E-1,9.818511255E0
1.540114333E0,-1.302291870E-1,9.768087158E0,1.025966492E0,9.822682608E0
1.550171333E0,-1.285826111E-1,9.778265991E0,1.037043457E0,9.833945211E0
1.560228333E0,-1.077758789E-1,9.780361633E0,1.045426025E0,9.836666351E0
1.570286333E0,-1.651066589E-1,9.775122528E0,9.936337280E-1,9.826880921E0
1.580343333E0,-1.772314453E-1,9.745783539E0,9.382489014E-1,9.792447027E0
1.590400333E0,-1.604663086E-1,9.739346924E0,9.273216248E-1,9.784710181E0
1.600457333E0,-1.547781372E-1,9.718240814E0,9.148974609E-1,9.762438126E0
1.610515333E0,-1.588197327E-1,9.709858246E0,9.267228699E-1,9.755274785E0
1.620572333E0,-1.333726501E-1,9.694889374E0,9.370513916E-1,9.740982165E0
1.630629333E0,-1.824705505E-1,9.691745911E0,9.502239990E-1,9.739926075E0
1.640687333E0,-2.245330811E-1,9.673932953E0,9.145980835E-1,9.719664785E0
1.650744333E0,-2.267784119E-1,9.678124237E0,8.891510010E-1,9.721528002E0
1.660801333E0,-2.332150269E-1,9.700427856E0,9.148974609E-1,9.746267348E0
1.670858333E0,-1.920506287E-1,9.684710541E0,9.562115479E-1,9.733696226E0
1.680916333E0,-1.460961914E-1,9.678273926E0,9.636959839E-1,9.727231889E0
1.690973333E0,-1.468446350E-1,9.688752136E0,9.497749329E-1,9.736300824E0
1.701030333E0,-1.907034302E-1,9.715696106E0,9.235794067E-1,9.761358386E0
1.711088333E0,-1.722917175E-1,9.731413422E0,9.056167603E-1,9.774979966E0
1.721145333E0,-1.540296936E-1,9.725575562E0,9.014254761E-1,9.768475472E0
1.731202333E0,-1.725910950E-1,9.735604706E0,9.394464111E-1,9.782348707E0
1.741259333E0,-1.892065430E-1,9.734407196E0,9.698332214E-1,9.784429419E0
1.751317333E0,-1.990859985E-1,9.736502838E0,1.007405090E0,9.790504980E0
1.761374333E0,-1.896556091E-1,9.734706573E0,1.022673340E0,9.790114508E0
1.771431333E0,-1.908531189E-1,9.741741943E0,1.003812561E0,9.795182523E0
1.781489333E0,-2.224374390E-1,9.764045563E0,9.467811584E-1,9.812362546E0
1.791546333E0,-2.260299683E-1,9.770033112E0,9.240284729E-1,9.816234775E0
1.801603333E0,-2.445913696E-1,9.797725525E0,9.069639587E-1,9.842653810E0
1.811661333E0,-2.752775574E-1,9.793085175E0,8.454418945E-1,9.833364987E0
1.821718333E0,-2.652484131E-1,9.783804474E0,8.538244629E-1,9.824571386E0
1.831775333E0,-2.528242493E-1,9.829309845E0,8.924441528E-1,9.872978714E0
1.841832333E0,-2.103126526E-1,9.830956421E0,9.716294861E-1,9.881093028E0
1.851890333E0,-1.818717957E-1,9.819580078E0,9.798623657E-1,9.870023329E0
1.861947333E0,-1.746867371E-1,9.814640350E0,9.681866455E-1,9.863826136E0
1.872004333E0,-1.612147522E-1,9.869725800E0,9.602531433E-1,9.917639016E0
1.882062333E0,-1.142124939E-1,9.865085449E0,9.936337280E-1,9.915657487E0
1.892119333E0,-7.289840698E-2,9.857750702E0,9.921368408E-1,9.907820073E0
1.902176333E0,-6.960525513E-2,9.855655060E0,1.003513184E0,9.906857234E0
1.912233333E0,-8.232879639E-2,9.839488678E0,9.951306152E-1,9.890025299E0
1.922291333E0,-1.029858398E-1,9.826016693E0,1.024170227E0,9.879784147E0
1.932348333E0,-1.049317932E-1,9.792187042E0,1.012195129E0,9.844921367E0
1.942405333E0,-1.124162292E-1,9.740993500E0,9.550140381E-1,9.788342229E0
1.952463333E0,-9.355545044E-2,9.723030853E0,8.922944641E-1,9.764336691E0
1.962520333E0,-1.068777466E-1,9.713001709E0,8.801696777E-1,9.753385244E0
1.972577333E0,-1.173559570E-1,9.702673187E0,8.885522461E-1,9.743980937E0
1.982634333E0,-1.127156067E-1,9.694739685E0,8.623567200E-1,9.733670504E0
1.992692333E0,-1.492396545E-1,9.697134705E0,8.363108826E-1,9.734275004E0
2.002749333E0,-1.797761536E-1,9.706265717E0,8.053253174E-1,9.741276225E0
2.012806333E0,-1.390608215E-1,9.708361359E0,7.929011536E-1,9.741679035E0
2.022864333E0,-1.276844788E-1,9.695338440E0,8.187973022E-1,9.730689586E0
2.032921333E0,-1.221459961E-1,9.703122253E0,8.491841125E-1,9.740976068E0
2.042978333E0,-1.058299255E-1,9.701475677E0,8.647517395E-1,9.740514661E0
2.053035333E0,-9.939331055E-2,9.687854004E0,8.460406494E-1,9.725234137E0
2.063093333E0,-1.080752563E-1,9.729916534E0,8.466394043E-1,9.767279780E0
2.073150333E0,-1.305285645E-1,9.746681671E0,8.801696777E-1,9.787213085E0
2.083207333E0,-1.528321838E-1,9.744586029E0,8.882528687E-1,9.786179424E0
2.093265333E0,-1.225950623E-1,9.778864746E0,8.863069153E-1,9.819713093E0
2.103322333E0,-1.522334290E-1,9.744735718E0,9.077124023E-1,9.788104568E0
2.113379917E0,-1.666035461E-1,9.716294861E0,8.870553589E-1,9.758125321E0
2.123436917E0,-1.666035461E-1,9.730964355E0,9.047186279E-1,9.774351120E0
2.133494917E0,-1.800755310E-1,9.708061981E0,8.544232178E-1,9.747252621E0
2.143551917E0,-1.703457642E-1,9.699529724E0,7.722441101E-1,9.731713904E0
2.153608917E0,-1.228944397E-1,9.694889374E0,7.280859375E-1,9.722967250E0
2.163666917E0,-8.202941895E-2,9.680369568E0,6.915618896E-1,9.705387249E0
2.173723917E0,-1.007405090E-1,9.703421631E0,6.885681152E-1,9.728343438E0
2.183780917E0,-1.004411316E-1,9.720785522E0,6.688092041E-1,9.744283727E0
2.193838917E0,-9.879455566E-2,9.745783539E0,7.235952759E-1,9.773108373E0
2.203895917E0,-1.543290710E-1,9.749974823E0,8.119116211E-1,9.784938783E0
2.213952917E0,-1.823208618E-1,9.747430115E0,8.485853577E-1,9.785996722E0
2.224009917E0,-1.951940918E-1,9.735904083E0,8.505313110E-1,9.774933890E0
2.234067917E0,-2.010319519E-1,9.700128479E0,8.005352783E-1,9.735181718E0
2.244124917E0,-1.827699280E-1,9.674232330E0,7.093748474E-1,9.701927061E0
2.254181917E0,-1.950444031E-1,9.686057739E0,6.595285034E-1,9.710444619E0
2.264239917E0,-2.332150269E-1,9.660311279E0,5.761518860E-1,9.680286889E0
2.274296917E0,-2.380050659E-1,9.667795715E0,5.108876038E-1,9.684210166E0
2.284353917E0,-2.519261169E-1,9.640402679E0,4.730163574E-1,9.655287415E0
2.294410917E0,-2.877017212E-1,9.647737427E0,4.361929321E-1,9.661877354E0
2.304468917E0,-3.043171692E-1,9.645342407E0,4.257147217E-1,9.659527531E0
2.314525917E0,-3.158432007E-1,9.652228088E0,4.816983032E-1,9.669400046E0
2.324582917E0,-3.418890381E-1,9.664203186E0,5.909710693E-1,9.688289743E0
2.334640917E0,-3.362008667E-1,9.657317505E0,6.213578796E-1,9.683124394E0
2.344697917E0,-3.495231628E-1,9.676777039E0,6.364764404E-1,9.703982819E0
2.354754917E0,-3.857478333E-1,9.693542175E0,6.165678406E-1,9.720787890E0
2.364811917E0,-3.978726196E-1,9.679022369E0,5.837860107E-1,9.704771134E0
2.374869917E0,-3.698808289E-1,9.675280151E0,5.063969421E-1,9.695581246E0
2.384926917E0,-3.537144470E-1,9.674232330E0,4.159849548E-1,9.689629950E0
2.394983917E0,-3.161425781E-1,9.704619141E0,3.658392334E-1,9.716656685E0
2.405041917E0,-3.454815674E-1,9.723180542E0,3.083587646E-1,9.734201688E0
2.415098917E0,-3.388952637E-1,9.795629883E0,3.332070923E-1,9.807152582E0
2.425155917E0,-2.622546387E-1,9.844578094E0,3.917353821E-1,9.855858763E0
2.435212917E0,-1.064286804E-1,9.818532257E0,4.381388855E-1,9.828879307E0
2.445270917E0,4.730163574E-2,9.813742218E0,3.766168213E-1,9.821080083E0
2.455327917E0,1.481918335E-1,9.780511322E0,3.252735901E-1,9.787040689E0
2.465384917E0,1.499880981E-1,9.754914551E0,3.538641357E-1,9.762482991E0
2.475442917E0,9.595046997E-2,9.729317780E0,3.227288818E-1,9.735141749E0
2.485499917E0,4.445755005E-2,9.737850037E0,2.245330811E-1,9.740539765E0
2.495556917E0,1.901046753E-2,9.725725250E0,8.696914673E-2,9.726132668E0
2.505614917E0,-2.514770508E-2,9.752070465E0,-1.511856079E-2,9.752114608E0
2.515671917E0,-6.316864014E-2,9.785301361E0,4.355941772E-2,9.785602201E0
2.525728917E0,-4.730163574E-2,9.775870972E0,1.588197327E-1,9.777275408E0
2.535785917E0,2.544708252E-2,9.789492645E0,2.137554932E-1,9.791859130E0
2.545843917E0,2.963836670E-2,9.791288910E0,2.082170105E-1,9.793547431E0
2.555900917E0,2.230361938E-2,9.746232605E0,1.440005493E-1,9.747321868E0
2.565957917E0,4.176315308E-2,9.702822876E0,3.308120728E-2,9.702969148E0
2.576015917E0,3.682342529E-2,9.681267700E0,-2.514770508E-2,9.681370391E0
2.586072917E0,1.199006653E-1,9.641899567E0,-1.098715210E-1,9.643270979E0
2.596129917E0,2.439926147E-1,9.650880890E0,-2.065704346E-1,9.656174485E0
2.606186917E0,4.225712585E-1,9.683662720E0,-2.161505127E-1,9.695288092E0
2.616244917E0,6.520440674E-1,9.671987000E0,-3.180885315E-1,9.699158432E0
2.626301917E0,7.949967957E-1,9.718390503E0,-5.207670593E-1,9.764749470E0
2.636358917E0,8.415499878E-1,9.767787781E0,-6.514453125E-1,9.825592374E0
2.646416917E0,8.411009216E-1,9.816137238E0,-8.012837219E-1,9.884637405E0
2.656473917E0,8.228388977E-1,9.910890198E0,-8.842112732E-1,9.984219446E0
2.666530917E0,7.955955505E-1,9.951605530E0,-8.662486267E-1,1.002086880E1
2.676587917E0,6.411167908E-1,9.954449615E0,-7.408094788E-1,1.000254450E1
2.686645917E0,4.387376404E-1,9.962083740E0,-5.083428955E-1,9.984689062E0
2.696702917E0,2.628533936E-1,9.986632690E0,-1.639091492E-1,9.991435863E0
2.706759917E0,1.468446350E-1,9.907447357E0,2.477348328E-1,9.911632006E0
2.716817917E0,9.490264893E-2,9.812395020E0,4.581971741E-1,9.823545550E0
2.726874917E0,5.553451538E-2,9.697883148E0,4.944218445E-1,9.710637188E0
2.736931917E0,6.152206421E-2,9.539362793E0,3.469784546E-1,9.545869343E0
2.746989917E0,1.216969299E-1,9.396410065E0,1.685494995E-1,9.398709549E0
2.757046917E0,1.877096558E-1,9.238338776E0,-4.655319214E-2,9.240362842E0
2.767103917E0,1.850152588E-1,9.112450562E0,-2.583627319E-1,9.117989756E0
2.777160917E0,1.553768921E-1,8.995543671E0,-3.951782227E-1,9.005560157E0
2.787218917E0,1.636097717E-1,8.888366547E0,-4.812492371E-1,8.902888793E0
2.797275917E0,1.932481384E-1,8.785530396E0,-5.144801331E-1,8.802702936E0
2.807332917E0,2.266287231E-1,8.695268097E0,-5.929170227E-1,8.718405729E0
2.817390917E0,2.276765442E-1,8.651708679E0,-5.539979553E-1,8.672416815E0
2.827447917E0,2.583627319E-1,8.639883270E0,-3.525169373E-1,8.650930725E0
2.837504917E0,3.442840576E-1,8.647218018E0,-1.622625732E-1,8.655590107E0
2.847561917E0,3.782633972E-1,8.721912689E0,-1.227447510E-2,8.730119977E0
2.857619917E0,4.317022705E-1,8.775950317E0,1.510359192E-1,8.787859960E0
2.867676917E0,5.959107971E-1,8.829239502E0,1.884580994E-1,8.851333025E0
2.877733917E0,7.578739929E-1,8.942853241E0,2.095642090E-3,8.974909552E0
2.887791917E0,9.641450500E-1,9.131760406E0,-1.905537415E-1,9.184494245E0
2.897848917E0,1.169817352E0,9.358838196E0,-2.402503967E-1,9.434725500E0
2.907905917E0,1.332978058E0,9.549990692E0,-1.956431580E-1,9.644554369E0
2.917962917E0,1.417851562E0,9.770182800E0,-7.484436035E-2,9.872809969E0
2.928020917E0,1.403631134E0,1.000878662E1,-1.437011719E-2,1.010674015E1
2.938077917E0,1.310225372E0,1.024903702E1,-2.903961182E-2,1.033248729E1
2.948134917E0,1.110839996E0,1.050395691E1,8.442443848E-2,1.056286911E1
2.958192917E0,9.020242310E-1,1.076710968E1,3.454815674E-1,1.081034949E1
2.968249917E0,7.625143433E-1,1.103295685E1,7.500901794E-1,1.108468314E1
2.978306917E0,6.836283875E-1,1.122500748E1,1.150058441E0,1.130445819E1
2.988363917E0,5.399272156E-1,1.137454651E1,1.353485413E0,1.146750855E1
2.998421917E0,3.324586487E-1,1.148396896E1,1.505868530E0,1.158704932E1
3.008478917E0,1.413061523E-1,1.151405640E1,1.528321838E0,1.161590417E1
3.018535917E0,-1.422042847E-1,1.153471344E1,1.346599731E0,1.161392126E1
3.028593917E0,-7.081773376E-1,1.160626465E1,9.538165283E-1,1.166690448E1
3.038650917E0,-1.225202179E0,1.165506317E1,3.742218018E-1,1.172525735E1
3.048707917E0,-1.695673828E0,1.168619843E1,-5.867797852E-2,1.180872501E1
3.058764917E0,-2.081421661E0,1.176927567E1,-2.486329651E-1,1.195449640E1
3.068822917E0,-2.440973969E0,1.187750061E1,-1.691482544E-2,1.212574372E1
3.078879917E0,-2.541714478E0,1.194860275E1,6.891668701E-1,1.223537377E1
3.088936917E0,-2.219584351E0,1.196476913E1,1.622925110E0,1.227665024E1
3.098994917E0,-1.739532623E0,1.199530563E1,2.593806152E0,1.239520719E1
3.109051833E0,-1.128952332E0,1.193138855E1,3.452121277E0,1.247195684E1
3.119108833E0,-5.334906006E-1,1.183483932E1,4.131109314E0,1.254647752E1
3.129166833E0,-1.856140137E-2,1.171254364E1,4.561165009E0,1.256933766E1
3.139223833E0,2.929408264E-1,1.149190247E1,4.672234039E0,1.240884392E1
3.149280833E0,4.709207153E-1,1.137170242E1,4.472549286E0,1.222869901E1
3.159337833E0,4.225712585E-1,1.118399277E1,3.971241760E0,1.187564827E1
3.169395833E0,1.956431580E-1,1.106409210E1,3.219505005E0,1.152465283E1
3.179452833E0,-7.634124756E-2,1.103385498E1,2.535577240E0,1.132170198E1
3.189509833E0,-1.781295776E-1,1.089539291E1,1.989812164E0,1.107703342E1
3.199567833E0,-1.917512512E-1,1.073492661E1,1.641636200E0,1.086141736E1
3.209624833E0,-1.770817566E-1,1.060514648E1,1.505569153E0,1.071294676E1
3.219681833E0,-1.155596924E-1,1.042462189E1,1.462907867E0,1.052740210E1
3.229738833E0,-2.020797729E-2,1.024245071E1,1.492695923E0,1.035066887E1
3.239796833E0,-1.182540894E-2,1.007270370E1,1.541344757E0,1.018995797E1
